집계일자,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
2024-01-09,0,2,24,1,1579,52,182,0,0,44,1857
2024-01-09,0,2,10,0,53714,1629,1987,1318,1174,2812,62634
2024-01-09,0,2,10,1,5963,130,86,157,184,414,6934
2024-01-09,0,2,18,0,54701,4720,6253,5636,10938,2488,84736
2024-01-09,0,2,45,0,21257,987,2755,3987,5820,637,35443
2024-01-09,0,2,34,0,35663,1434,1774,977,1740,1493,43081
2024-01-09,0,2,28,0,55659,1570,1167,955,996,3603,63950
2024-01-09,0,2,37,0,11642,745,604,1948,4681,1047,20667
2024-01-09,0,2,48,0,53623,3257,2219,2197,4044,3490,68830
2024-01-09,0,2,1,0,83677,3202,6567,7049,10650,2104,113249
2024-01-09,0,2,49,0,61444,4354,2454,4004,3296,3637,79189
2024-01-09,0,2,46,0,5822,425,422,746,1513,188,9116
2024-01-09,0,2,11,0,98605,3775,3541,2891,3202,5541,117555
2024-01-09,0,2,2,0,83102,3626,2612,4177,7764,3478,104759
2024-01-09,1,1,0,0,163473,8309,31168,28154,8161,21250,260515
2024-01-09,1,1,0,1,31036,1413,3422,3124,1224,4459,44678
2024-01-09,1,1,8,0,6090,247,859,1279,438,857,9770
2024-01-09,1,1,8,1,3037,48,37,124,25,30,3301
2024-01-09,1,1,26,1,8321,116,305,355,204,1170,10471
2024-01-09,1,1,44,0,5135,397,856,692,239,851,8170
2024-01-09,1,1,44,1,305,8,6,2,0,55,376
2024-01-09,1,1,42,1,12271,389,608,390,813,780,15251
2024-01-09,1,1,43,1,3598,122,281,308,77,498,4884
2024-01-09,1,1,24,1,1742,65,198,0,0,44,2049
2024-01-09,1,1,10,0,3641,123,294,314,48,459,4879
2024-01-09,1,1,10,1,313,16,11,30,7,59,436
2024-01-09,1,1,18,0,3314,300,1577,1091,402,385,7069
2024-01-09,1,1,45,0,563,25,199,223,44,44,1098
2024-01-09,1,1,34,0,1330,55,182,192,46,165,1970
2024-01-09,1,1,28,0,3654,121,251,222,61,591,4900
2024-01-09,1,1,37,0,1121,75,524,809,254,223,3006
2024-01-09,1,1,48,0,1338,106,402,270,81,193,2390
2024-01-09,1,1,1,0,2111,113,535,452,189,207,3607
2024-01-09,1,1,49,0,1086,64,243,320,22,177,1912
2024-01-09,1,1,46,0,299,15,100,65,19,38,536
2024-01-09,1,1,11,0,7758,334,1114,762,257,1079,11304
2024-01-09,1,1,2,0,5184,255,727,602,170,611,7549
2024-01-09,1,2,0,0,1938178,84516,92144,88812,156645,94364,2454659
2024-01-09,1,2,0,1,459349,15234,12604,11085,16901,25712,540885
2024-01-09,1,2,27,1,38653,338,212,258,139,2613,42213
2024-01-09,1,2,8,0,62534,1515,1723,1851,7844,3572,79039
2024-01-09,1,2,8,1,2486,22,8,6,19,129,2670
2024-01-09,1,2,26,1,15487,175,117,18,64,1807,17668
2024-01-09,1,2,44,0,74093,3432,2169,2364,5578,5755,93391
2024-01-09,1,2,44,1,4160,57,142,27,4,291,4681
2024-01-09,1,2,43,1,60625,1336,557,756,1395,3131,67800
2024-01-09,1,2,10,0,54403,1576,1974,1270,1146,2845,63214
2024-01-09,1,2,10,1,5341,139,93,142,125,350,6190
2024-01-09,1,2,18,0,56759,4806,6174,5436,11008,2587,86770
2024-01-09,1,2,45,0,21419,988,2771,3995,5881,629,35683
2024-01-09,1,2,34,0,36492,1448,1762,944,1790,1531,43967
2024-01-09,1,2,28,0,55192,1647,1200,933,942,3642,63556
2024-01-09,1,2,37,0,11439,736,622,1825,5030,1033,20685
2024-01-09,1,2,48,0,53842,3251,2215,2209,4100,3501,69118
2024-01-09,1,2,1,0,81735,3067,6274,6525,10519,2068,110188
2024-01-09,1,2,49,0,60830,4361,2470,4022,3249,3622,78554
2024-01-09,1,2,46,0,6090,429,428,720,1481,194,9342
2024-01-09,1,2,11,0,96803,3715,3521,2897,3064,5461,115461
2024-01-09,1,2,2,0,83440,3677,2703,4226,7844,3513,105403
2024-01-05,0,1,0,0,190333,8545,30942,25914,7770,2310,265814
2024-01-05,0,1,0,1,37738,1622,3360,2675,1315,5346,52056
2024-01-05,0,1,8,0,8376,245,929,899,518,59,11026
2024-01-05,0,1,8,1,3227,0,73,74,18,37,3429
2024-01-05,0,1,26,1,6491,134,313,251,164,817,8170
2024-01-05,0,1,44,0,5008,334,598,555,196,854,7545
2024-01-05,0,1,44,1,327,7,9,1,0,71,415
2024-01-05,0,1,42,1,16708,472,657,490,764,1069,20160
2024-01-05,0,1,43,1,1131,19,24,74,21,17,1286
2024-01-05,0,1,10,0,5463,166,337,244,36,52,6298
2024-01-05,0,1,10,1,379,17,9,31,6,72,514
2024-01-05,0,1,18,0,4889,312,1218,1179,470,28,8096
2024-01-05,0,1,45,0,544,37,212,241,40,56,1130
2024-01-05,0,1,34,0,2078,57,179,223,49,21,2607
2024-01-05,0,1,28,0,4764,125,179,184,78,487,5817
2024-01-05,0,1,37,0,1409,107,568,886,213,43,3226
2024-01-05,0,1,48,0,1219,136,489,276,56,184,2360
2024-01-05,0,1,1,0,2600,201,495,543,149,17,4005
2024-01-05,0,1,49,0,1337,69,269,392,23,20,2110
2024-01-05,0,1,46,0,306,10,115,73,13,51,568
2024-01-05,0,1,11,0,9632,401,1009,836,214,364,12456
2024-01-05,0,1,2,0,5867,360,641,517,129,80,7594
2024-01-05,0,2,0,0,2312477,85964,90126,83030,145624,107947,2825168
2024-01-05,0,2,0,1,546607,16404,12618,10343,16011,30553,632536
2024-01-05,0,2,27,1,38484,347,183,243,172,2520,41949
2024-01-05,0,2,8,0,73441,1507,1851,1816,8533,4119,91267
2024-01-05,0,2,8,1,2436,11,11,3,13,121,2595
2024-01-05,0,2,26,1,19275,179,132,19,35,2294,21934
2024-01-05,0,2,44,0,101320,3869,2343,3097,6231,7731,124591
2024-01-05,0,2,44,1,4269,34,128,18,7,317,4773
2024-01-05,0,2,43,1,18130,174,84,99,111,868,19466
2024-01-05,0,2,24,1,2620,78,114,0,0,54,2866
2024-01-05,0,2,10,0,84814,1873,2043,1206,1139,4066,95141
2024-01-05,0,2,10,1,7114,134,89,130,190,449,8106
2024-01-05,0,2,18,0,71047,5211,6273,5589,11837,3275,103232
2024-01-05,0,2,45,0,32217,1101,2536,3860,5470,1028,46212
2024-01-05,0,2,34,0,61644,1702,1884,882,2019,2413,70544
2024-01-05,0,2,28,0,71332,1724,1197,990,1152,4499,80894
2024-01-05,0,2,37,0,13394,722,647,1979,4116,1217,22075
2024-01-05,0,2,48,0,66687,3604,2272,2436,4178,4126,83303
2024-01-05,0,2,1,0,117710,3256,6964,6915,10011,2945,147801
2024-01-05,0,2,49,0,85454,5029,2643,4016,3066,4717,104925
2024-01-05,0,2,46,0,7612,408,483,665,1536,280,10984
2024-01-05,0,2,11,0,121122,4200,3661,3261,3240,6716,142200
2024-01-05,0,2,2,0,97063,3542,2645,4161,7088,3782,118281
2024-01-05,1,1,0,0,197261,8796,31853,27562,7966,25663,299101
2024-01-05,1,1,0,1,39824,1644,3662,3135,1573,5744,55582
2024-01-05,1,1,8,0,7049,257,813,1117,426,991,10653
2024-01-05,1,1,8,1,4069,54,31,134,19,36,4343
2024-01-05,1,1,26,1,8618,126,297,384,212,1190,10827
2024-01-05,1,1,44,0,7335,459,877,723,201,1195,10790
2024-01-05,1,1,44,1,450,8,9,3,0,66,536
2024-01-05,1,1,42,1,14012,421,677,502,773,926,17311
2024-01-05,1,1,43,1,5080,124,265,370,96,672,6607
2024-01-05,1,1,24,1,2409,66,134,0,0,42,2651
2024-01-05,1,1,10,0,5184,172,377,265,47,677,6722
2024-01-05,1,1,10,1,384,20,9,27,2,76,518
2024-01-05,1,1,18,0,4030,330,1515,1019,389,545,7828
2024-01-05,1,1,45,0,671,28,196,218,41,70,1224
2024-01-05,1,1,34,0,2056,49,206,136,53,245,2745
2024-01-05,1,1,28,0,4853,137,278,226,53,724,6271
2024-01-05,1,1,37,0,1270,97,568,689,229,224,3077
2024-01-05,1,1,48,0,1633,133,464,276,70,235,2811
2024-01-05,1,1,1,0,2803,156,554,480,249,261,4503
2024-01-05,1,1,49,0,1517,87,256,404,29,240,2533
2024-01-05,1,1,46,0,334,13,107,65,9,41,569
2024-01-05,1,1,11,0,9888,384,1157,945,318,1346,14038
2024-01-05,1,1,2,0,5979,268,694,527,168,725,8361
2024-01-05,1,2,0,0,2338772,87991,94508,86228,156391,109843,2873733
2024-01-05,1,2,0,1,575582,16833,13161,11187,17154,32082,665999
2024-01-05,1,2,27,1,41274,351,206,278,194,2671,44974
2024-01-05,1,2,8,0,70638,1528,1782,1777,7537,3998,87260
2024-01-05,1,2,8,1,2876,20,18,2,23,140,3079
2024-01-05,1,2,26,1,16240,174,129,14,54,1874,18485
2024-01-05,1,2,44,0,98801,3825,2275,3013,6220,7421,121555
2024-01-05,1,2,44,1,5941,58,145,22,8,402,6576
2024-01-05,1,2,43,1,78220,1543,640,885,1388,4018,86694
2024-01-05,1,2,10,0,81653,1826,2040,1157,1172,4007,91855
2024-01-05,1,2,10,1,6696,114,89,106,105,442,7552
2024-01-05,1,2,18,0,71841,5157,6064,5364,11338,3392,103156
2024-01-05,1,2,45,0,32118,1090,2509,3887,5511,1030,46145
2024-01-05,1,2,34,0,60019,1672,1837,860,2109,2450,68947
2024-01-05,1,2,28,0,70714,1827,1202,988,1080,4567,80378
2024-01-05,1,2,37,0,12792,723,657,1886,4994,1207,22259
2024-01-05,1,2,48,0,66857,3635,2278,2448,4271,4119,83608
2024-01-05,1,2,1,0,110600,2893,6634,6276,9472,2745,138620
2024-01-05,1,2,49,0,83527,5014,2668,4044,3024,4646,102923
2024-01-05,1,2,46,0,7094,408,470,657,1506,284,10419
2024-01-05,1,2,11,0,117348,4064,3637,3206,3109,6609,137973
2024-01-05,1,2,2,0,99615,3637,2687,4256,7234,3885,121314
2024-01-08,0,1,0,0,172100,7951,28749,25656,8188,2146,244790
2024-01-08,0,1,0,1,35856,1488,3040,2558,940,5135,49017
2024-01-08,0,1,8,0,7479,204,893,860,581,50,10067
2024-01-08,0,1,8,1,2960,1,54,114,21,25,3175
2024-01-08,0,1,26,1,5885,105,276,300,157,775,7498
2024-01-08,0,1,44,0,4006,306,669,485,230,784,6480
2024-01-08,0,1,44,1,261,8,6,2,1,55,333
2024-01-08,0,1,42,1,14314,505,595,328,706,924,17372
2024-01-08,0,1,43,1,1002,13,25,27,12,15,1094
2024-01-08,0,1,10,0,4998,163,327,192,37,54,5771
2024-01-08,0,1,10,1,370,13,18,19,7,67,494
2024-01-08,0,1,18,0,4350,325,1183,1150,438,37,7483
2024-01-08,0,1,45,0,469,25,209,248,43,36,1030
2024-01-08,0,1,34,0,1812,53,183,338,45,21,2452
2024-01-08,0,1,28,0,4400,114,165,174,63,435,5351
2024-01-08,0,1,37,0,1197,109,512,947,242,43,3050
2024-01-08,0,1,48,0,1084,123,487,283,83,181,2241
2024-01-08,0,1,1,0,2252,175,498,488,131,18,3562
2024-01-08,0,1,49,0,1098,76,216,179,26,11,1606
2024-01-08,0,1,46,0,253,8,100,60,18,37,476
2024-01-08,0,1,11,0,9242,316,969,655,229,374,11785
2024-01-08,0,1,2,0,5602,302,621,457,121,64,7167
2024-01-08,0,2,0,0,2092811,80957,85167,78635,141795,100694,2580059
2024-01-08,0,2,0,1,528853,15724,12256,10448,15511,30175,612967
2024-01-08,0,2,27,1,36023,326,182,290,110,2344,39275
2024-01-08,0,2,8,0,65556,1358,1769,2024,8790,3811,83308
2024-01-08,0,2,8,1,2151,13,11,4,12,121,2312
2024-01-08,0,2,26,1,17637,183,125,17,22,2146,20130
2024-01-08,0,2,44,0,90803,3645,2180,2530,5934,7663,112755
2024-01-08,0,2,44,1,3815,43,127,14,5,294,4298
2024-01-08,0,2,43,1,17467,119,67,84,156,820,18713
2024-01-08,0,2,24,1,2137,50,177,0,0,54,2418
2024-01-08,0,2,10,0,71787,1712,2040,1167,1115,3803,81624
2024-01-08,0,2,10,1,7135,132,86,103,171,470,8097
2024-01-08,0,2,18,0,64265,4896,5837,5384,10978,3064,94424
2024-01-08,0,2,45,0,25183,914,2616,3428,5277,830,38248
2024-01-08,0,2,34,0,49798,1522,1765,1040,2087,2152,58364
2024-01-08,0,2,28,0,67140,1560,1104,935,994,4278,76011
2024-01-08,0,2,37,0,12064,666,564,1947,4774,1116,21131
2024-01-08,0,2,48,0,61365,3448,2225,2444,4241,3962,77685
2024-01-08,0,2,1,0,101268,3044,6543,6576,9521,2686,129638
2024-01-08,0,2,49,0,72572,4495,2341,4006,3179,4243,90836
2024-01-08,0,2,46,0,6378,410,436,650,1438,218,9530
2024-01-08,0,2,11,0,110921,4005,3466,2834,3114,6299,130639
2024-01-08,0,2,2,0,86418,3266,2343,3746,6495,3546,105814
2024-01-08,1,1,0,0,179732,8269,29562,25246,7417,23801,274027
2024-01-08,1,1,0,1,36851,1494,3448,2667,1285,5162,50907
2024-01-08,1,1,8,0,6394,206,769,993,401,930,9693
2024-01-08,1,1,8,1,3162,33,33,115,17,28,3388
2024-01-08,1,1,26,1,8314,97,297,321,173,1177,10379
2024-01-08,1,1,44,0,6400,443,895,592,245,1096,9671
2024-01-08,1,1,44,1,328,5,5,2,0,54,394
2024-01-08,1,1,42,1,13970,443,637,314,773,878,17015
2024-01-08,1,1,43,1,4431,135,258,266,75,649,5814
2024-01-08,1,1,24,1,2438,60,180,0,0,53,2731
2024-01-08,1,1,10,0,4910,144,340,199,49,635,6277
2024-01-08,1,1,10,1,386,17,8,24,4,68,507
2024-01-08,1,1,18,0,3847,298,1444,986,396,447,7418
2024-01-08,1,1,45,0,618,30,193,193,30,42,1106
2024-01-08,1,1,34,0,1766,55,203,246,41,218,2529
2024-01-08,1,1,28,0,4458,134,244,186,67,679,5768
2024-01-08,1,1,37,0,1169,94,501,654,241,221,2880
2024-01-08,1,1,48,0,1671,129,450,287,69,213,2819
2024-01-08,1,1,1,0,2432,111,543,418,151,207,3862
2024-01-08,1,1,49,0,1288,84,251,190,33,208,2054
2024-01-08,1,1,46,0,320,13,97,48,20,37,535
2024-01-08,1,1,11,0,8825,355,1122,731,250,1212,12495
2024-01-08,1,1,2,0,5245,248,690,459,131,673,7446
2024-01-08,1,2,0,0,2115861,81895,88340,76877,146297,102919,2612189
2024-01-08,1,2,0,1,536139,15479,12467,9999,15601,30646,620331
2024-01-08,1,2,27,1,37586,340,203,358,154,2513,41154
2024-01-08,1,2,8,0,63749,1354,1658,1791,7410,3719,79681
2024-01-08,1,2,8,1,2354,19,7,2,22,134,2538
2024-01-08,1,2,26,1,15737,172,115,16,49,1757,17846
2024-01-08,1,2,44,0,88467,3601,2139,2477,5888,6859,109431
2024-01-08,1,2,44,1,4640,58,136,17,3,345,5199
2024-01-08,1,2,43,1,74997,1401,626,777,1308,3936,83045
2024-01-08,1,2,10,0,72258,1646,1992,1106,1099,3737,81838
2024-01-08,1,2,10,1,6091,122,83,92,104,424,6916
2024-01-08,1,2,18,0,65340,4952,5768,5176,10708,3115,95059
2024-01-08,1,2,45,0,25207,883,2586,3404,5351,810,38241
2024-01-08,1,2,34,0,50274,1503,1730,1023,2152,2159,58841
2024-01-08,1,2,28,0,64588,1649,1148,868,951,4259,73463
2024-01-08,1,2,37,0,11946,669,554,1659,5097,1095,21020
2024-01-08,1,2,48,0,61465,3381,2199,2478,4234,3934,77691
2024-01-08,1,2,1,0,98715,2883,6328,6153,9436,2639,126154
2024-01-08,1,2,49,0,71699,4558,2386,4043,3118,4192,89996
2024-01-08,1,2,46,0,6844,429,431,652,1413,249,10018
2024-01-08,1,2,11,0,108372,3845,3392,2721,3021,6157,127508
2024-01-08,1,2,2,0,85907,3303,2380,3655,6527,3602,105374
2024-01-10,0,1,0,0,157602,7621,28454,25392,7438,1970,228477
2024-01-10,0,1,0,1,34750,1647,3216,2412,1032,5002,48059
2024-01-10,0,1,8,0,6959,210,853,855,635,49,9561
2024-01-10,0,1,8,1,2683,0,66,107,23,23,2902
2024-01-10,0,1,26,1,6225,102,279,240,108,792,7746
2024-01-10,0,1,44,0,3906,344,706,496,230,781,6463
2024-01-10,0,1,44,1,310,10,5,4,1,48,378
2024-01-10,0,1,42,1,14649,420,656,318,493,974,17510
2024-01-10,0,1,43,1,996,22,23,36,33,16,1126
2024-01-10,0,1,10,0,4234,159,307,222,35,42,4999
2024-01-10,0,1,10,1,395,16,18,14,6,60,509
2024-01-10,0,1,18,0,3989,297,1236,1144,468,35,7169
2024-01-10,0,1,45,0,377,28,194,202,50,28,879
2024-01-10,0,1,34,0,1564,44,192,245,44,17,2106
2024-01-10,0,1,28,0,4180,124,177,171,53,397,5102
2024-01-10,0,1,37,0,1146,112,566,1088,360,48,3320
2024-01-10,0,1,48,0,1067,131,452,271,62,148,2131
2024-01-10,0,1,1,0,2052,171,439,538,118,12,3330
2024-01-10,0,1,49,0,1099,59,255,222,13,5,1653
2024-01-10,0,1,46,0,224,11,92,72,21,28,448
2024-01-10,0,1,11,0,8245,276,972,755,190,326,10764
2024-01-10,0,1,2,0,4827,238,645,490,158,72,6430
2024-01-10,0,2,0,0,1965767,81290,85649,82613,139757,95041,2450117
2024-01-10,0,2,0,1,513589,16085,12422,10577,16382,29513,598568
2024-01-10,0,2,27,1,35387,341,198,275,135,2360,38696
2024-01-10,0,2,8,0,63644,1398,1722,1985,8482,3713,80944
2024-01-10,0,2,8,1,2094,20,9,2,12,110,2247
2024-01-10,0,2,26,1,17504,172,134,10,28,2209,20057
2024-01-10,0,2,44,0,88444,3644,2216,2605,5903,6911,109723
2024-01-10,0,2,44,1,3844,36,136,18,4,264,4302
2024-01-10,0,2,43,1,16695,155,74,58,251,853,18086
2024-01-10,0,2,24,1,1804,39,87,0,0,46,1976
2024-01-10,0,2,10,0,61940,1689,1924,1220,1157,3313,71243
2024-01-10,0,2,10,1,6556,127,87,76,228,446,7520
2024-01-10,0,2,18,0,61918,5147,6234,5606,11564,2916,93385
2024-01-10,0,2,45,0,20208,891,2450,3747,5149,578,33023
2024-01-10,0,2,34,0,41456,1558,1749,815,1705,1789,49072
2024-01-10,0,2,28,0,64270,1629,1173,963,932,4083,73050
2024-01-10,0,2,37,0,12008,674,651,1914,4762,1100,21109
2024-01-10,0,2,48,0,59725,3408,2187,2292,4097,3962,75671
2024-01-10,0,2,1,0,86122,3007,6278,6695,9636,2173,113911
2024-01-10,0,2,49,0,68563,4518,2443,3888,2922,3974,86308
2024-01-10,0,2,46,0,5575,403,386,607,1381,185,8537
2024-01-10,0,2,11,0,107637,3907,3620,3133,2765,6212,127274
2024-01-10,0,2,2,0,79660,3396,2515,3803,7483,3285,100142
2024-01-10,1,1,0,0,162287,8016,29666,26297,7319,21389,254974
2024-01-10,1,1,0,1,36323,1656,3504,2925,1450,5265,51123
2024-01-10,1,1,8,0,5869,238,791,1100,437,842,9277
2024-01-10,1,1,8,1,3067,38,37,103,24,32,3301
2024-01-10,1,1,26,1,8333,95,282,264,154,1127,10255
2024-01-10,1,1,44,0,6067,477,867,603,241,1113,9368
2024-01-10,1,1,44,1,386,10,5,5,0,73,479
2024-01-10,1,1,42,1,13399,402,663,319,497,861,16141
2024-01-10,1,1,43,1,4339,135,252,319,91,618,5754
2024-01-10,1,1,24,1,1976,43,96,0,0,47,2162
2024-01-10,1,1,10,0,4039,150,277,244,49,535,5294
2024-01-10,1,1,10,1,378,15,13,13,4,68,491
2024-01-10,1,1,18,0,3788,279,1631,1099,408,421,7626
2024-01-10,1,1,45,0,521,33,156,214,51,38,1013
2024-01-10,1,1,34,0,1471,41,184,218,40,195,2149
2024-01-10,1,1,28,0,4335,146,248,210,58,665,5662
2024-01-10,1,1,37,0,1174,109,550,750,277,218,3078
2024-01-10,1,1,48,0,1610,123,433,237,75,201,2679
2024-01-10,1,1,1,0,2171,117,520,462,143,210,3623
2024-01-10,1,1,49,0,1191,72,259,234,32,192,1980
2024-01-10,1,1,46,0,309,12,83,67,24,31,526
2024-01-10,1,1,11,0,8127,320,1116,806,240,1118,11727
2024-01-10,1,1,2,0,4780,190,691,508,142,593,6904
2024-01-10,1,2,0,0,1983901,82791,89219,83205,146647,96686,2482449
2024-01-10,1,2,0,1,528689,16311,12742,10912,16424,30170,615248
2024-01-10,1,2,27,1,37228,321,215,306,178,2488,40736
2024-01-10,1,2,8,0,61478,1387,1658,1849,7253,3631,77256
2024-01-10,1,2,8,1,2453,21,11,3,17,129,2634
2024-01-10,1,2,26,1,15493,152,134,19,37,1819,17654
2024-01-10,1,2,44,0,86175,3576,2168,2515,5893,6613,106940
2024-01-10,1,2,44,1,4961,50,143,22,4,357,5537
2024-01-10,1,2,43,1,70602,1488,632,737,1549,3766,78774
2024-01-10,1,2,10,0,61642,1645,1912,1170,1154,3299,70822
2024-01-10,1,2,10,1,6135,133,65,54,162,416,6965
2024-01-10,1,2,18,0,63669,5206,6135,5478,11530,2976,94994
2024-01-10,1,2,45,0,20273,869,2445,3649,5198,591,33025
2024-01-10,1,2,34,0,41039,1526,1750,816,1704,1808,48643
2024-01-10,1,2,28,0,63599,1741,1246,959,921,4182,72648
2024-01-10,1,2,37,0,11710,694,656,1856,5281,1091,21288
2024-01-10,1,2,48,0,59690,3411,2132,2298,4094,4013,75638
2024-01-10,1,2,1,0,83967,2875,6101,6251,9472,2115,110781
2024-01-10,1,2,49,0,68042,4496,2485,3905,2908,3961,85797
2024-01-10,1,2,46,0,5741,415,407,603,1350,186,8702
2024-01-10,1,2,11,0,104880,3776,3632,3162,2777,5997,124224
2024-01-10,1,2,2,0,80008,3394,2550,3870,7500,3276,100598
2024-01-31,0,1,0,0,168591,8227,30665,27093,7513,2022,244111
2024-01-31,0,1,0,1,36963,1725,3491,2692,1157,5230,51258
2024-01-31,0,1,8,0,7125,246,892,1000,695,66,10024
2024-01-31,0,1,8,1,2629,0,81,147,44,17,2918
2024-01-31,0,1,26,1,6256,112,271,325,195,825,7984
2024-01-31,0,1,44,0,4812,436,823,485,256,838,7650
2024-01-31,0,1,44,1,301,10,16,2,0,55,384
2024-01-31,0,1,42,1,15142,455,667,321,737,967,18289
2024-01-31,0,1,43,1,1048,18,26,35,25,21,1173
2024-01-31,0,1,10,0,4649,185,400,248,54,44,5580
2024-01-31,0,1,10,1,405,16,18,26,6,88,559
2024-01-31,0,1,18,0,3910,309,1683,1214,429,24,7569
2024-01-31,0,1,45,0,466,38,214,255,38,38,1049
2024-01-31,0,1,34,0,1906,63,225,308,62,25,2589
2024-01-31,0,1,28,0,4468,155,240,156,55,411,5485
2024-01-31,0,1,37,0,1260,91,565,1093,179,41,3229
2024-01-31,0,1,48,0,1194,127,407,332,62,190,2312
2024-01-31,0,1,1,0,2361,185,461,542,138,15,3702
2024-01-31,0,1,49,0,1126,65,259,185,23,18,1676
2024-01-31,0,1,46,0,257,12,101,57,19,29,475
2024-01-31,0,1,11,0,9126,326,968,913,197,377,11907
2024-01-31,0,1,2,0,5209,322,659,494,124,69,6877
2024-01-31,0,2,0,0,2092878,82993,87063,84972,144531,101512,2593949
2024-01-31,0,2,0,1,542731,16937,12786,11191,17326,31025,631996
2024-01-31,0,2,27,1,37018,368,179,302,191,2563,40621
2024-01-31,0,2,8,0,63256,1380,1717,1789,8609,3622,80373
2024-01-31,0,2,8,1,1908,21,10,3,8,111,2061
2024-01-31,0,2,26,1,17898,168,140,5,49,2137,20397
2024-01-31,0,2,44,0,95495,3813,2278,2943,7151,7376,119056
2024-01-31,0,2,44,1,2611,38,108,10,4,185,2956
2024-01-31,0,2,43,1,17527,145,82,81,231,849,18915
2024-01-31,0,2,24,1,2012,55,207,0,0,50,2324
2024-01-31,0,2,10,0,67396,1761,2069,1269,1277,3706,77478
2024-01-31,0,2,10,1,6827,144,78,124,196,472,7841
2024-01-31,0,2,18,0,65649,5173,6234,5737,11499,3115,97407
2024-01-31,0,2,45,0,23553,1031,2532,3960,5643,706,37425
2024-01-31,0,2,34,0,49346,1652,1982,888,2375,2070,58313
2024-01-31,0,2,28,0,66840,1677,1268,985,982,4331,76083
2024-01-31,0,2,37,0,12390,673,606,2080,4613,1082,21444
2024-01-31,0,2,48,0,62873,3343,2215,2590,4691,4136,79848
2024-01-31,0,2,1,0,96609,3163,6457,6846,10358,2433,125866
2024-01-31,0,2,49,0,75230,4583,2589,4071,3296,4371,94140
2024-01-31,0,2,46,0,6143,395,427,653,1622,235,9475
2024-01-31,0,2,11,0,113098,3938,3549,3173,3407,6637,133802
2024-01-31,0,2,2,0,84047,3185,2512,4037,7399,3353,104533
2024-01-31,1,1,0,0,175992,8623,31521,28158,7747,22567,274608
2024-01-31,1,1,0,1,38425,1728,3957,3403,1642,5327,54482
2024-01-31,1,1,8,0,6016,223,747,1298,388,868,9540
2024-01-31,1,1,8,1,2739,34,42,152,38,25,3030
2024-01-31,1,1,26,1,8562,85,296,326,246,1158,10673
2024-01-31,1,1,44,0,6620,514,893,556,237,1124,9944
2024-01-31,1,1,44,1,416,9,14,1,0,72,512
2024-01-31,1,1,42,1,13874,417,645,334,818,905,16993
2024-01-31,1,1,43,1,4842,142,290,393,117,734,6518
2024-01-31,1,1,24,1,2280,52,206,0,0,43,2581
2024-01-31,1,1,10,0,4710,175,448,241,72,646,6292
2024-01-31,1,1,10,1,427,24,12,22,4,77,566
2024-01-31,1,1,18,0,3795,311,1652,1127,354,428,7667
2024-01-31,1,1,45,0,603,43,189,238,48,48,1169
2024-01-31,1,1,34,0,1884,67,236,222,66,221,2696
2024-01-31,1,1,28,0,4623,146,258,183,61,684,5955
2024-01-31,1,1,37,0,1165,80,573,813,250,242,3123
2024-01-31,1,1,48,0,1596,117,429,340,67,251,2800
2024-01-31,1,1,1,0,2295,114,512,467,134,237,3759
2024-01-31,1,1,49,0,1306,92,287,178,41,248,2152
2024-01-31,1,1,46,0,297,11,72,54,14,32,480
2024-01-31,1,1,11,0,9126,347,1118,982,264,1324,13161
2024-01-31,1,1,2,0,4984,222,712,516,142,653,7229
2024-01-31,1,2,0,0,2109423,84439,91035,86181,152783,103190,2627051
2024-01-31,1,2,0,1,552992,16572,12932,11409,17314,31460,642679
2024-01-31,1,2,27,1,39109,353,184,326,224,2662,42858
2024-01-31,1,2,8,0,61078,1408,1669,1708,7444,3528,76835
2024-01-31,1,2,8,1,2280,25,11,1,14,111,2442
2024-01-31,1,2,26,1,15602,160,128,7,59,1762,17718
2024-01-31,1,2,44,0,93133,3777,2289,2892,7151,7180,116422
2024-01-31,1,2,44,1,5581,77,157,15,5,377,6212
2024-01-31,1,2,43,1,76488,1554,635,872,1467,3990,85006
2024-01-31,1,2,10,0,68270,1738,2025,1223,1253,3709,78218
2024-01-31,1,2,10,1,6563,155,74,118,102,451,7463
2024-01-31,1,2,18,0,66769,5142,6074,5579,11394,3181,98139
2024-01-31,1,2,45,0,23495,1020,2531,3930,5790,712,37478
2024-01-31,1,2,34,0,49553,1625,1944,904,2419,2116,58561
2024-01-31,1,2,28,0,66193,1744,1317,941,854,4384,75433
2024-01-31,1,2,37,0,11855,689,611,1930,5442,1067,21594
2024-01-31,1,2,48,0,63520,3325,2230,2556,4670,4121,80422
2024-01-31,1,2,1,0,93816,2985,6195,6424,10130,2346,121896
2024-01-31,1,2,49,0,74527,4589,2635,4136,3184,4370,93441
2024-01-31,1,2,46,0,6124,403,423,646,1585,246,9427
2024-01-31,1,2,11,0,109555,3799,3481,3122,3313,6424,129694
2024-01-31,1,2,2,0,84559,3290,2538,4075,7446,3456,105364
2024-01-22,0,1,0,0,166950,7548,27471,24178,7574,2051,235772
2024-01-22,0,1,0,1,35093,1399,3066,2305,966,5003,47832
2024-01-22,0,1,8,0,7709,227,895,829,659,64,10383
