집계일자,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
2024-01-07,1,1,24,1,4620,17,100,0,0,55,4792
2024-01-07,1,1,10,0,5465,44,104,80,10,560,6263
2024-01-07,1,1,10,1,283,2,3,2,1,42,333
2024-01-07,1,1,18,0,3679,29,159,175,57,415,4514
2024-01-07,1,1,45,0,648,12,26,62,8,51,807
2024-01-07,1,1,34,0,1914,14,43,22,8,206,2207
2024-01-07,1,1,28,0,3512,27,40,32,6,417,4034
2024-01-07,1,1,37,0,1001,10,34,43,16,199,1303
2024-01-07,1,1,48,0,796,15,31,26,1,126,995
2024-01-07,1,1,1,0,2268,28,68,88,37,233,2722
2024-01-07,1,1,49,0,889,19,62,56,4,152,1182
2024-01-07,1,1,46,0,268,1,8,5,2,30,314
2024-01-07,1,1,11,0,6281,58,193,92,27,915,7566
2024-01-07,1,1,2,0,5666,67,112,123,34,655,6657
2024-01-07,1,2,0,0,1895509,19532,45093,19389,19677,72922,2072122
2024-01-07,1,2,0,1,418077,3475,6567,2973,2538,19391,453021
2024-01-07,1,2,27,1,31664,72,109,83,32,1583,33543
2024-01-07,1,2,8,0,70919,311,787,286,951,2980,76234
2024-01-07,1,2,8,1,5024,6,4,0,5,192,5231
2024-01-07,1,2,26,1,13563,42,90,2,7,987,14691
2024-01-07,1,2,44,0,63246,826,1072,423,317,3639,69523
2024-01-07,1,2,44,1,2971,7,85,2,0,144,3209
2024-01-07,1,2,43,1,46162,316,226,190,317,1935,49146
2024-01-07,1,2,10,0,84740,393,1383,474,213,3017,90220
2024-01-07,1,2,10,1,4182,26,14,18,7,221,4468
2024-01-07,1,2,18,0,59380,727,2074,1055,1461,2587,67284
2024-01-07,1,2,45,0,34958,217,1298,693,1301,1039,39506
2024-01-07,1,2,34,0,58718,418,1321,217,293,1962,62929
2024-01-07,1,2,28,0,44830,449,454,141,92,2345,48311
2024-01-07,1,2,37,0,9626,112,234,346,225,675,11218
2024-01-07,1,2,48,0,33976,394,263,185,424,1847,37089
2024-01-07,1,2,1,0,109994,635,5171,1818,2019,2686,122323
2024-01-07,1,2,49,0,49254,1049,747,1218,357,2202,54827
2024-01-07,1,2,46,0,5200,75,193,123,162,198,5951
2024-01-07,1,2,11,0,72792,664,1190,548,399,3393,78986
2024-01-07,1,2,2,0,95307,937,1445,1369,1168,2997,103223
2024-01-01,0,1,0,0,206184,1895,4925,4574,1022,1421,220021
2024-01-01,0,1,0,1,34972,418,632,412,121,4527,41082
2024-01-01,0,1,8,0,9817,51,99,102,142,47,10258
2024-01-01,0,1,8,1,11328,0,52,13,5,42,11440
2024-01-01,0,1,26,1,5556,25,57,5,5,507,6155
2024-01-01,0,1,44,0,3558,57,89,82,49,555,4390
2024-01-01,0,1,44,1,270,2,2,2,0,44,320
2024-01-01,0,1,42,1,10841,75,168,47,50,555,11736
2024-01-01,0,1,43,1,715,6,3,3,3,4,734
2024-01-01,0,1,10,0,5679,76,83,58,3,16,5915
2024-01-01,0,1,10,1,210,2,3,1,2,30,248
2024-01-01,0,1,18,0,5033,35,154,140,50,22,5434
2024-01-01,0,1,45,0,646,13,27,43,10,75,814
2024-01-01,0,1,34,0,2180,13,32,29,4,11,2269
2024-01-01,0,1,28,0,3730,22,22,30,6,318,4128
2024-01-01,0,1,37,0,1306,8,49,103,17,33,1516
2024-01-01,0,1,48,0,718,20,43,21,9,108,919
2024-01-01,0,1,1,0,3084,41,70,73,26,9,3303
2024-01-01,0,1,49,0,844,17,64,58,0,2,985
2024-01-01,0,1,46,0,243,4,13,3,4,27,294
2024-01-01,0,1,11,0,7660,52,110,102,28,229,8181
2024-01-01,0,1,2,0,6524,53,130,95,23,44,6869
2024-01-01,0,2,0,0,2297741,28402,44835,20012,19331,80038,2490359
2024-01-01,0,2,0,1,452918,4824,6287,2724,2383,19954,489090
2024-01-01,0,2,27,1,28076,126,56,50,32,1369,29709
2024-01-01,0,2,8,0,92161,509,789,314,1336,3560,98669
2024-01-01,0,2,8,1,6231,9,19,0,5,223,6487
2024-01-01,0,2,26,1,16482,69,89,1,6,1177,17824
2024-01-01,0,2,44,0,73094,1077,1112,534,423,3938,80178
2024-01-01,0,2,44,1,3261,12,96,2,2,158,3531
2024-01-01,0,2,43,1,10176,56,13,8,21,407,10681
2024-01-01,0,2,24,1,3614,19,85,0,0,33,3751
2024-01-01,0,2,10,0,88808,531,1507,474,179,3491,94990
2024-01-01,0,2,10,1,3546,30,35,26,3,161,3801
2024-01-01,0,2,18,0,72551,823,1910,1068,1416,3197,80965
2024-01-01,0,2,45,0,54741,223,1203,677,1094,1604,59542
2024-01-01,0,2,34,0,62348,572,892,198,238,2161,66409
2024-01-01,0,2,28,0,50498,483,467,146,71,2575,54240
2024-01-01,0,2,37,0,12835,202,229,379,537,754,14936
2024-01-01,0,2,48,0,48497,564,298,206,431,2201,52197
2024-01-01,0,2,1,0,140461,887,4671,1684,1777,3268,152748
2024-01-01,0,2,49,0,58736,1421,819,1390,440,2327,65133
2024-01-01,0,2,46,0,4968,66,208,104,166,190,5702
2024-01-01,0,2,11,0,86883,938,1097,647,380,3641,93586
2024-01-01,0,2,2,0,110723,1261,1360,1363,921,3377,119005
2024-01-01,1,1,0,0,219722,2228,5125,4367,902,25088,257432
2024-01-01,1,1,0,1,34155,367,531,421,110,4308,39892
2024-01-01,1,1,8,0,9335,44,94,177,79,1151,10880
2024-01-01,1,1,8,1,8980,29,38,9,1,50,9107
2024-01-01,1,1,26,1,7067,36,58,8,5,721,7895
2024-01-01,1,1,44,0,5630,103,134,100,38,804,6809
2024-01-01,1,1,44,1,315,0,0,0,1,48,364
2024-01-01,1,1,42,1,9975,83,153,26,53,573,10863
2024-01-01,1,1,43,1,4190,45,53,44,11,473,4816
2024-01-01,1,1,24,1,20365,45,180,0,0,101,20691
2024-01-01,1,1,10,0,6739,70,115,67,6,655,7652
2024-01-01,1,1,10,1,311,1,1,1,0,51,365
2024-01-01,1,1,18,0,4591,43,162,115,43,542,5496
2024-01-01,1,1,45,0,1040,13,32,51,6,86,1228
2024-01-01,1,1,34,0,2347,11,50,25,7,209,2649
2024-01-01,1,1,28,0,3912,30,27,31,2,518,4520
2024-01-01,1,1,37,0,1325,8,47,54,8,208,1650
2024-01-01,1,1,48,0,1064,18,30,16,7,146,1281
2024-01-01,1,1,1,0,3277,43,80,66,49,265,3780
2024-01-01,1,1,49,0,983,27,60,66,3,141,1280
2024-01-01,1,1,46,0,301,2,7,11,3,42,366
2024-01-01,1,1,11,0,7374,64,126,94,32,913,8603
2024-01-01,1,1,2,0,6342,47,140,121,25,684,7359
2024-01-01,1,2,0,0,2330754,28378,45621,18951,18416,82275,2524395
2024-01-01,1,2,0,1,447353,4333,6497,2480,2246,19326,482235
2024-01-01,1,2,27,1,31717,104,78,80,34,1449,33462
2024-01-01,1,2,8,0,88349,496,779,281,1011,3472,94388
2024-01-01,1,2,8,1,7599,11,12,0,5,282,7909
2024-01-01,1,2,26,1,15666,61,85,2,6,1047,16867
2024-01-01,1,2,44,0,71319,1054,1092,520,416,3790,78191
2024-01-01,1,2,44,1,4081,17,95,2,1,179,4375
2024-01-01,1,2,43,1,58095,442,206,178,128,2253,61302
2024-01-01,1,2,10,0,101599,570,1495,471,171,3658,107964
2024-01-01,1,2,10,1,4692,38,33,19,2,236,5020
2024-01-01,1,2,18,0,71358,817,1797,992,1367,3016,79347
2024-01-01,1,2,45,0,55953,232,1208,671,1091,1677,60832
2024-01-01,1,2,34,0,66972,591,861,210,232,2240,71106
2024-01-01,1,2,28,0,50463,493,498,153,66,2544,54217
2024-01-01,1,2,37,0,12752,208,235,320,185,746,14446
2024-01-01,1,2,48,0,51633,584,282,201,440,2376,55516
2024-01-01,1,2,1,0,131181,817,4584,1581,1704,3023,142890
2024-01-01,1,2,49,0,58541,1408,806,1412,427,2341,64935
2024-01-01,1,2,46,0,5270,72,216,102,159,195,6014
2024-01-01,1,2,11,0,85120,889,1154,610,325,3594,91692
2024-01-01,1,2,2,0,110582,1273,1362,1316,835,3362,118730
2024-01-03,0,1,0,0,164662,8033,30016,27490,8023,2073,240297
2024-01-03,0,1,0,1,35409,1710,3379,2780,1056,5134,49468
2024-01-03,0,1,8,0,7329,253,916,906,593,45,10042
2024-01-03,0,1,8,1,3056,0,68,21,16,23,3184
2024-01-03,0,1,26,1,5968,116,307,264,184,796,7635
2024-01-03,0,1,44,0,4074,300,546,478,173,760,6331
2024-01-03,0,1,44,1,295,7,7,5,0,63,377
2024-01-03,0,1,42,1,14867,419,618,453,845,932,18134
2024-01-03,0,1,43,1,1092,32,30,48,9,20,1231
2024-01-03,0,1,10,0,4595,161,329,262,51,45,5443
2024-01-03,0,1,10,1,373,15,14,27,9,66,504
2024-01-03,0,1,18,0,4135,304,1420,1318,521,30,7728
2024-01-03,0,1,45,0,459,45,215,246,34,37,1036
2024-01-03,0,1,34,0,1760,57,181,231,52,23,2304
2024-01-03,0,1,28,0,4378,139,171,183,55,443,5369
2024-01-03,0,1,37,0,1215,111,515,907,229,34,3011
2024-01-03,0,1,48,0,1019,133,462,277,77,168,2136
2024-01-03,0,1,1,0,2218,198,529,567,190,14,3716
2024-01-03,0,1,49,0,1089,78,244,172,21,19,1623
2024-01-03,0,1,46,0,271,10,89,77,18,38,503
2024-01-03,0,1,11,0,8499,334,957,679,228,310,11007
2024-01-03,0,1,2,0,5185,309,621,526,144,74,6859
2024-01-03,0,2,0,0,2016163,85271,86625,87039,145254,98040,2518392
2024-01-03,0,2,0,1,519738,16730,12549,11301,16612,29681,606611
2024-01-03,0,2,27,1,36412,325,181,383,116,2504,39921
2024-01-03,0,2,8,0,64731,1466,1751,1824,8574,3693,82039
2024-01-03,0,2,8,1,2244,20,9,2,18,107,2400
2024-01-03,0,2,26,1,17779,196,126,13,24,2176,20314
2024-01-03,0,2,44,0,91666,3868,2286,2913,6810,7158,114701
2024-01-03,0,2,44,1,4030,41,133,16,6,266,4492
2024-01-03,0,2,43,1,17323,182,86,56,139,851,18637
2024-01-03,0,2,24,1,1944,73,102,0,0,51,2170
2024-01-03,0,2,10,0,66296,1862,1933,1398,1181,3554,76224
2024-01-03,0,2,10,1,6917,126,81,96,218,490,7928
2024-01-03,0,2,18,0,61414,5209,6173,5803,11714,2857,93170
2024-01-03,0,2,45,0,22471,1079,2675,4223,5625,721,36794
2024-01-03,0,2,34,0,45524,1661,1778,961,1944,2066,53934
2024-01-03,0,2,28,0,66450,1725,1217,1000,979,4398,75769
2024-01-03,0,2,37,0,12092,703,628,1892,4838,1060,21213
2024-01-03,0,2,48,0,60703,3366,2290,2384,4240,4034,77017
2024-01-03,0,2,1,0,95331,3377,6510,7311,10661,2350,125540
2024-01-03,0,2,49,0,73196,4894,2503,4179,3235,4328,92335
2024-01-03,0,2,46,0,5988,433,397,742,1487,230,9277
2024-01-03,0,2,11,0,106898,4010,3473,2993,3062,6311,126747
2024-01-03,0,2,2,0,83876,3577,2528,4370,7626,3423,105400
2024-01-03,1,1,0,0,170640,8518,30964,28596,8064,22486,269268
2024-01-03,1,1,0,1,37282,1731,4031,3402,1922,5410,53778
2024-01-03,1,1,8,0,6289,262,882,1127,440,901,9901
2024-01-03,1,1,8,1,3420,44,29,22,27,29,3571
2024-01-03,1,1,26,1,8285,122,272,324,216,1244,10463
2024-01-03,1,1,44,0,6230,457,831,620,196,1113,9447
2024-01-03,1,1,44,1,379,7,8,1,1,67,463
2024-01-03,1,1,42,1,13831,450,655,481,739,868,17024
2024-01-03,1,1,43,1,4495,129,307,353,78,639,6001
2024-01-03,1,1,24,1,2153,55,133,0,0,56,2397
2024-01-03,1,1,10,0,4578,146,383,264,44,591,6006
2024-01-03,1,1,10,1,369,12,11,29,6,74,501
2024-01-03,1,1,18,0,3649,332,1722,1194,423,443,7763
2024-01-03,1,1,45,0,562,45,184,250,41,37,1119
2024-01-03,1,1,34,0,1663,49,207,159,88,216,2382
2024-01-03,1,1,28,0,4294,140,263,207,66,737,5707
2024-01-03,1,1,37,0,1196,90,526,736,209,223,2980
2024-01-03,1,1,48,0,1547,129,436,261,85,200,2658
2024-01-03,1,1,1,0,2565,165,552,479,289,219,4269
2024-01-03,1,1,49,0,1334,72,251,210,33,228,2128
2024-01-03,1,1,46,0,351,12,97,66,20,41,587
2024-01-03,1,1,11,0,8816,376,1122,800,296,1166,12576
2024-01-03,1,1,2,0,5146,282,687,562,176,645,7498
2024-01-03,1,2,0,0,2036145,86896,90242,88354,152518,99724,2553879
2024-01-03,1,2,0,1,533218,16782,12770,11694,16575,30233,621272
2024-01-03,1,2,27,1,38623,344,202,446,155,2566,42336
2024-01-03,1,2,8,0,63032,1467,1678,1649,7422,3646,78894
2024-01-03,1,2,8,1,2529,20,9,5,17,127,2707
2024-01-03,1,2,26,1,15498,170,127,16,70,1815,17696
2024-01-03,1,2,44,0,89218,3817,2209,2786,6744,6894,111668
2024-01-03,1,2,44,1,5219,62,149,28,7,358,5823
2024-01-03,1,2,43,1,73896,1517,659,808,1418,3988,82286
2024-01-03,1,2,10,0,66393,1799,1914,1314,1170,3618,76208
2024-01-03,1,2,10,1,6388,125,81,87,163,452,7296
2024-01-03,1,2,18,0,62841,5285,6157,5675,11734,2964,94656
2024-01-03,1,2,45,0,22564,1035,2676,4178,5628,738,36819
2024-01-03,1,2,34,0,45262,1605,1706,932,1985,2025,53515
2024-01-03,1,2,28,0,64923,1846,1278,978,905,4356,74286
2024-01-03,1,2,37,0,11865,710,624,1684,5094,1059,21036
2024-01-03,1,2,48,0,61236,3384,2305,2363,4366,4054,77708
2024-01-03,1,2,1,0,90829,3110,6160,6813,10362,2248,119522
2024-01-03,1,2,49,0,72545,4841,2526,4218,3201,4306,91637
2024-01-03,1,2,46,0,6094,445,411,738,1499,231,9418
2024-01-03,1,2,11,0,105363,3899,3450,2947,3012,6197,124868
2024-01-03,1,2,2,0,84387,3607,2578,4407,7591,3455,106025
2024-01-11,0,1,0,0,173448,8235,30723,27107,8133,2114,249760
2024-01-11,0,1,0,1,36833,1632,3224,2756,1175,5331,50951
2024-01-11,0,1,8,0,7523,253,948,1037,692,56,10509
2024-01-11,0,1,8,1,2978,0,64,237,22,26,3327
2024-01-11,0,1,26,1,6244,134,272,262,144,814,7870
2024-01-11,0,1,44,0,4020,344,725,543,272,779,6683
2024-01-11,0,1,44,1,296,5,7,1,0,58,367
2024-01-11,0,1,42,1,15020,450,671,398,777,1009,18325
2024-01-11,0,1,43,1,1040,15,24,28,20,13,1140
2024-01-11,0,1,10,0,4900,209,327,315,47,43,5841
2024-01-11,0,1,10,1,430,17,23,20,11,83,584
2024-01-11,0,1,18,0,3863,353,1405,1222,513,31,7387
2024-01-11,0,1,45,0,475,35,246,258,48,45,1107
2024-01-11,0,1,34,0,1838,58,195,339,49,19,2498
2024-01-11,0,1,28,0,4903,147,182,178,63,457,5930
2024-01-11,0,1,37,0,1214,95,521,1069,226,37,3162
2024-01-11,0,1,48,0,1085,138,460,294,76,168,2221
2024-01-11,0,1,1,0,2384,169,533,547,150,25,3808
2024-01-11,0,1,49,0,1227,64,253,176,21,14,1755
2024-01-11,0,1,46,0,272,13,98,72,14,38,507
2024-01-11,0,1,11,0,9034,337,1101,741,198,358,11769
2024-01-11,0,1,2,0,5433,299,625,517,139,73,7086
2024-01-11,0,2,0,0,2115354,84425,88379,84887,152218,101117,2626380
2024-01-11,0,2,0,1,535039,16582,12929,10908,16933,30427,622818
2024-01-11,0,2,27,1,37190,341,200,239,270,2498,40738
2024-01-11,0,2,8,0,67221,1404,1801,2094,9143,3733,85396
2024-01-11,0,2,8,1,2295,21,14,4,20,103,2457
2024-01-11,0,2,26,1,17996,181,136,7,31,2209,20560
2024-01-11,0,2,44,0,93781,3895,2400,3122,6668,7215,117081
2024-01-11,0,2,44,1,3988,34,136,17,6,304,4485
2024-01-11,0,2,43,1,17561,163,77,98,239,837,18975
2024-01-11,0,2,24,1,2106,31,91,0,0,57,2285
2024-01-11,0,2,10,0,70457,1888,2118,1291,1348,3610,80712
2024-01-11,0,2,10,1,6959,129,98,94,302,484,8066
2024-01-11,0,2,18,0,63629,5183,6485,5919,12002,2876,96094
2024-01-11,0,2,45,0,25573,1063,2694,4040,5729,728,39827
2024-01-11,0,2,34,0,47793,1655,1862,850,2150,2032,56342
2024-01-11,0,2,28,0,70148,1809,1213,1019,1075,4533,79797
2024-01-11,0,2,37,0,12477,712,638,2077,5143,1156,22203
2024-01-11,0,2,48,0,63330,3475,2263,2444,4167,4133,79812
2024-01-11,0,2,1,0,101014,3385,6482,6905,10176,2390,130352
2024-01-11,0,2,49,0,77444,4726,2622,3936,3135,4459,96322
2024-01-11,0,2,46,0,6712,411,393,677,1385,240,9818
2024-01-11,0,2,11,0,113274,4062,3673,2937,3282,6482,133710
2024-01-11,0,2,2,0,87635,3515,2543,4195,8064,3421,109373
2024-01-11,1,1,0,0,180214,8595,31545,27661,7954,22936,278905
2024-01-11,1,1,0,1,38617,1639,3698,3233,1407,5635,54229
2024-01-11,1,1,8,0,6312,269,795,1301,427,961,10065
2024-01-11,1,1,8,1,3371,42,29,237,25,32,3736
2024-01-11,1,1,26,1,8407,120,282,409,180,1153,10551
2024-01-11,1,1,44,0,6476,482,908,659,274,1133,9932
2024-01-11,1,1,44,1,431,10,8,3,0,73,525
2024-01-11,1,1,42,1,14041,436,689,407,815,930,17318
2024-01-11,1,1,43,1,4714,145,298,312,94,609,6172
2024-01-11,1,1,24,1,2154,42,100,0,0,58,2354
2024-01-11,1,1,10,0,4827,174,380,296,52,599,6328
2024-01-11,1,1,10,1,424,18,11,21,7,86,567
2024-01-11,1,1,18,0,3629,341,1663,1179,476,463,7751
2024-01-11,1,1,45,0,703,33,203,256,40,50,1285
2024-01-11,1,1,34,0,1809,52,205,277,54,222,2619
2024-01-11,1,1,28,0,4905,154,282,230,67,750,6388
2024-01-11,1,1,37,0,1173,80,523,789,254,219,3038
2024-01-11,1,1,48,0,1652,144,487,253,69,211,2816
2024-01-11,1,1,1,0,2393,103,550,461,151,232,3890
2024-01-11,1,1,49,0,1384,84,271,169,30,233,2171
2024-01-11,1,1,46,0,282,11,93,68,14,51,519
2024-01-11,1,1,11,0,8864,367,1219,790,273,1224,12737
2024-01-11,1,1,2,0,5336,244,768,513,153,691,7705
2024-01-11,1,2,0,0,2135700,86112,92682,86168,160954,102812,2664428
2024-01-11,1,2,0,1,553656,16629,13228,11192,17281,31311,643297
2024-01-11,1,2,27,1,39324,360,206,306,276,2666,43138
2024-01-11,1,2,8,0,64603,1437,1731,1979,7693,3668,81111
2024-01-11,1,2,8,1,2723,29,18,1,29,131,2931
2024-01-11,1,2,26,1,15854,148,127,16,52,1839,18036
2024-01-11,1,2,44,0,91188,3816,2317,3051,6619,7076,114067
2024-01-11,1,2,44,1,5258,59,154,16,8,349,5844
2024-01-11,1,2,43,1,75447,1514,690,903,1610,3961,84125
2024-01-11,1,2,10,0,69399,1825,2057,1229,1341,3581,79432
2024-01-11,1,2,10,1,6264,133,84,92,205,469,7247
2024-01-11,1,2,18,0,64604,5287,6312,5697,11864,2994,96758
2024-01-11,1,2,45,0,25357,1055,2672,4030,5807,726,39647
2024-01-11,1,2,34,0,47309,1684,1823,838,2239,2060,55953
2024-01-11,1,2,28,0,68673,1833,1261,931,1003,4584,78285
2024-01-11,1,2,37,0,12091,708,622,1961,5648,1133,22163
2024-01-11,1,2,48,0,64071,3427,2265,2390,4122,4152,80427
2024-01-11,1,2,1,0,98130,3228,6203,6447,10043,2337,126388
2024-01-11,1,2,49,0,76088,4727,2649,4005,3081,4422,94972
2024-01-11,1,2,46,0,6721,390,404,657,1337,247,9756
2024-01-11,1,2,11,0,111556,3987,3614,2966,3231,6314,131668
2024-01-11,1,2,2,0,88437,3549,2597,4214,8111,3521,110429
2024-01-04,0,1,0,0,170992,8285,30671,27281,8657,2142,248028
2024-01-04,0,1,0,1,36278,1584,3179,2734,1074,5400,50249
2024-01-04,0,1,8,0,7453,232,910,914,633,62,10204
2024-01-04,0,1,8,1,3080,0,76,98,21,25,3300
2024-01-04,0,1,26,1,6054,144,277,268,161,737,7641
2024-01-04,0,1,44,0,4238,305,548,494,160,746,6491
2024-01-04,0,1,44,1,316,5,7,1,0,55,384
2024-01-04,0,1,42,1,15425,440,653,451,955,987,18911
2024-01-04,0,1,43,1,1077,18,32,147,13,22,1309
2024-01-04,0,1,10,0,4780,172,338,270,46,60,5666
2024-01-04,0,1,10,1,405,14,29,30,7,80,565
2024-01-04,0,1,18,0,4198,285,1289,1241,463,30,7506
2024-01-04,0,1,45,0,486,40,220,243,58,40,1087
2024-01-04,0,1,34,0,1845,52,175,245,55,21,2393
2024-01-04,0,1,28,0,4331,131,174,188,54,452,5330
2024-01-04,0,1,37,0,1211,114,516,1026,236,36,3139
2024-01-04,0,1,48,0,1136,128,510,295,85,175,2329
2024-01-04,0,1,1,0,2373,213,541,550,169,10,3856
2024-01-04,0,1,49,0,1143,55,253,177,23,23,1674
2024-01-04,0,1,46,0,272,11,103,61,20,45,512
2024-01-04,0,1,11,0,8807,347,1044,796,251,320,11565
2024-01-04,0,1,2,0,5383,323,627,515,159,61,7068
2024-01-04,0,2,0,0,2094139,86596,89149,86344,149082,100388,2605698
2024-01-04,0,2,0,1,531629,17091,12821,11148,16882,30070,619641
2024-01-04,0,2,27,1,37047,317,206,280,147,2541,40538
2024-01-04,0,2,8,0,66727,1515,1786,1764,9022,3861,84675
2024-01-04,0,2,8,1,2278,19,10,4,15,114,2440
2024-01-04,0,2,26,1,18108,198,136,9,49,2233,20733
2024-01-04,0,2,44,0,93521,3821,2341,3040,6463,7437,116623
2024-01-04,0,2,44,1,4020,40,132,12,6,265,4475
2024-01-04,0,2,43,1,17645,152,72,52,121,934,18976
2024-01-04,0,2,24,1,2091,82,105,0,0,50,2328
2024-01-04,0,2,10,0,67623,1828,1934,1296,1144,3551,77376
2024-01-04,0,2,10,1,7072,135,84,107,231,526,8155
2024-01-04,0,2,18,0,61298,5172,6036,5610,11413,2941,92470
2024-01-04,0,2,45,0,24076,1167,2720,4010,5792,740,38505
2024-01-04,0,2,34,0,47620,1689,1808,865,2245,2128,56355
2024-01-04,0,2,28,0,66840,1754,1225,989,976,4356,76140
2024-01-04,0,2,37,0,12332,720,646,1986,5025,1143,21852
2024-01-04,0,2,48,0,63658,3479,2270,2904,4418,4134,80863
2024-01-04,0,2,1,0,98520,3445,6830,7201,10583,2520,129099
2024-01-04,0,2,49,0,75553,4822,2613,4136,3056,4313,94493
2024-01-04,0,2,46,0,6371,427,431,730,1500,227,9686
2024-01-04,0,2,11,0,111623,3976,3472,3115,3160,6437,131783
2024-01-04,0,2,2,0,85931,3496,2739,4417,7818,3453,107854
2024-01-04,1,1,0,0,178208,8759,31586,28005,8505,23134,278197
2024-01-04,1,1,0,1,37923,1644,3805,3319,1519,5454,53664
2024-01-04,1,1,8,0,6251,276,763,1121,456,918,9785
2024-01-04,1,1,8,1,3434,39,40,101,24,33,3671
2024-01-04,1,1,26,1,8451,116,284,335,225,1144,10555
2024-01-04,1,1,44,0,6466,468,806,634,196,1125,9695
2024-01-04,1,1,44,1,404,5,4,2,0,62,477
2024-01-04,1,1,42,1,14022,429,659,431,910,920,17371
2024-01-04,1,1,43,1,4695,137,275,529,71,730,6437
2024-01-04,1,1,24,1,2285,50,136,0,0,54,2525
2024-01-04,1,1,10,0,4615,156,379,237,54,579,6020
2024-01-04,1,1,10,1,393,15,17,27,8,86,546
2024-01-04,1,1,18,0,3717,300,1666,1153,422,450,7708
2024-01-04,1,1,45,0,618,32,208,182,40,46,1126
2024-01-04,1,1,34,0,1799,52,212,147,54,240,2504
2024-01-04,1,1,28,0,4437,135,247,225,65,707,5816
2024-01-04,1,1,37,0,1179,100,529,870,252,234,3164
2024-01-04,1,1,48,0,1691,113,461,262,84,229,2840
2024-01-04,1,1,1,0,2633,175,574,461,287,240,4370
2024-01-04,1,1,49,0,1481,66,281,217,30,227,2302
2024-01-04,1,1,46,0,348,13,85,61,21,41,569
2024-01-04,1,1,11,0,8622,383,1168,906,309,1205,12593
2024-01-04,1,1,2,0,5303,255,725,541,161,607,7592
2024-01-04,1,2,0,0,2113123,88300,92956,87503,156177,102133,2640192
2024-01-04,1,2,0,1,548399,17085,12877,11641,17124,31081,638207
2024-01-04,1,2,27,1,39399,343,208,312,203,2609,43074
2024-01-04,1,2,8,0,64327,1522,1708,1559,7697,3735,80548
2024-01-04,1,2,8,1,2651,19,8,4,27,129,2838
2024-01-04,1,2,26,1,15918,170,131,15,59,1801,18094
2024-01-04,1,2,44,0,91172,3769,2318,2899,6416,7089,113663
2024-01-04,1,2,44,1,5503,76,142,23,6,352,6102
2024-01-04,1,2,43,1,75652,1541,653,808,1391,4159,84204
2024-01-04,1,2,10,0,67432,1777,1917,1230,1121,3551,77028
2024-01-04,1,2,10,1,6468,130,88,103,146,471,7406
2024-01-04,1,2,18,0,63867,5226,6024,5609,11308,3139,95173
2024-01-04,1,2,45,0,23839,1146,2700,3968,5818,740,38211
2024-01-04,1,2,34,0,47608,1638,1775,840,2309,2094,56264
2024-01-04,1,2,28,0,65597,1821,1254,944,934,4397,74947
2024-01-04,1,2,37,0,12025,701,650,1764,5446,1140,21726
2024-01-04,1,2,48,0,64147,3494,2305,2897,4488,4186,81517
2024-01-04,1,2,1,0,94152,3193,6459,6628,10235,2429,123096
2024-01-04,1,2,49,0,74640,4833,2674,4110,3037,4315,93609
2024-01-04,1,2,46,0,6516,443,448,709,1503,244,9863
2024-01-04,1,2,11,0,109451,3890,3486,3096,3141,6253,129317
2024-01-04,1,2,2,0,86774,3538,2732,4413,7950,3554,108961
2024-01-09,0,1,0,0,157957,7933,30329,26889,8421,1943,233472
2024-01-09,0,1,0,1,29926,1455,3210,2698,1029,4280,42598
2024-01-09,0,1,8,0,7209,226,903,1106,674,37,10155
2024-01-09,0,1,8,1,2785,0,75,122,24,19,3025
2024-01-09,0,1,26,1,5935,138,267,351,155,775,7621
2024-01-09,0,1,44,0,3303,299,706,599,225,598,5730
2024-01-09,0,1,44,1,227,10,6,7,1,49,300
2024-01-09,0,1,42,1,12851,427,634,359,817,870,15958
2024-01-09,0,1,43,1,821,14,26,45,21,12,939
2024-01-09,0,1,10,0,3619,120,238,298,36,42,4353
2024-01-09,0,1,10,1,337,12,18,28,9,63,467
2024-01-09,0,1,18,0,3576,298,1164,1177,422,31,6668
2024-01-09,0,1,45,0,455,30,201,260,55,33,1034
2024-01-09,0,1,34,0,1311,60,160,221,56,12,1820
2024-01-09,0,1,28,0,3559,112,166,192,69,384,4482
2024-01-09,0,1,37,0,1136,91,530,1060,284,40,3141
2024-01-09,0,1,48,0,900,125,402,283,73,178,1961
2024-01-09,0,1,1,0,2034,182,491,563,163,15,3448
2024-01-09,0,1,49,0,997,61,251,325,22,8,1664
2024-01-09,0,1,46,0,256,11,107,72,24,35,505
2024-01-09,0,1,11,0,7712,312,923,674,172,299,10092
2024-01-09,0,1,2,0,5255,325,637,615,162,67,7061
2024-01-09,0,2,0,0,1920212,82855,88092,87084,148579,92522,2419344
2024-01-09,0,2,0,1,452959,15398,12392,10699,16448,25735,533631
2024-01-09,0,2,27,1,36698,340,187,217,111,2485,40038
2024-01-09,0,2,8,0,64740,1471,1777,2003,8998,3702,82691
2024-01-09,0,2,8,1,2088,18,8,4,17,95,2230
2024-01-09,0,2,26,1,17692,203,126,15,33,2200,20269
2024-01-09,0,2,44,0,76126,3482,2210,2438,5640,6102,95998
2024-01-09,0,2,44,1,3158,28,124,17,6,235,3568
2024-01-09,0,2,43,1,14439,126,72,42,209,710,15598
