Date,Price,Market_Cap
2015-11-02,0.005117,169660335.2
2015-11-03,0.005362,177783607
2015-11-04,0.004919,163095405.3
2015-11-05,0.004522,149932389.2
2015-11-06,0.004561,151225481.5
2015-11-07,0.004693,155602101.4
2015-11-08,0.004649,154143228.1
2015-11-09,0.004606,152717511
2015-11-10,0.004399,145854175.2
2015-11-11,0.004236,140449712.7
2015-11-12,0.004503,149302421.2
2015-11-13,0.004477,148440359.7
2015-11-14,0.004318,143168522
2015-11-15,0.004165,138095621.7
2015-11-16,0.004176,138460340
2015-11-17,0.004251,140947055.9
2015-11-18,0.004264,141378086.6
2015-11-19,0.004226,140118150.6
2015-11-20,0.004221,139952369.5
2015-11-21,0.004243,140681806.2
2015-11-22,0.004268,141510711.5
2015-11-23,0.004288,142173835.7
2015-11-24,0.004237,140482868.9
2015-11-25,0.004313,143002741
2015-11-26,0.00427,141577023.9
2015-11-27,0.004287,142140679.5
2015-11-28,0.004237,142098133
2015-11-29,0.004293,143976229.6
2015-11-30,0.004206,141058472.4
2015-12-01,0.004087,137067517
2015-12-02,0.004177,140085886.6
2015-12-03,0.00426,142869494.1
2015-12-04,0.004773,160074200.8
2015-12-05,0.005259,176373396.6
2015-12-06,0.00536,179760678
2015-12-07,0.005508,184724219.2
2015-12-08,0.006677,223929486.4
2015-12-09,0.00849,284732865
2015-12-10,0.008549,286711574
2015-12-11,0.008445,283223680.2
2015-12-12,0.008466,283927966.5
2015-12-13,0.008787,294693484.7
2015-12-14,0.007778,260854207.8
2015-12-15,0.006684,224164248.5
2015-12-16,0.006754,226511869.3
2015-12-17,0.006692,224432548
2015-12-18,0.006384,214103016.5
2015-12-19,0.006284,210749272.5
2015-12-20,0.00624,209273625.2
2015-12-21,0.006271,210313285.8
2015-12-22,0.006187,207496140.9
2015-12-23,0.006028,202163687.9
2015-12-24,0.005971,200252053.8
2015-12-25,0.006488,217590910.3
2015-12-26,0.006182,207328453.7
2015-12-27,0.006355,213130430.8
2015-12-28,0.006338,212560294.3
2015-12-29,0.006248,209541924.7
2015-12-30,0.00619,207596753.2
2015-12-31,0.006043,202666749.5
2016-01-01,0.00594,199212393.2
2016-01-02,0.006072,203639335.3
2016-01-03,0.006008,201492939.1
2016-01-04,0.00596,199883142
2016-01-05,0.006042,202633212.1
2016-01-06,0.006008,201492939.1
2016-01-07,0.006008,201492939.1
2016-01-08,0.005941,199245930.6
2016-01-09,0.005995,201056952.4
2016-01-10,0.00595,199547767.6
2016-01-11,0.005901,197904433
2016-01-12,0.005883,197300759.1
2016-01-13,0.005789,194148239.8
2016-01-14,0.005527,185361430.5
2016-01-15,0.005474,183583946.2
2016-01-16,0.00511,171376318.1
2016-01-17,0.00511,171376318.1
2016-01-18,0.005331,178788092.3
2016-01-19,0.005271,176775845.9
2016-01-20,0.005369,180062515
2016-01-21,0.005319,178385643
2016-01-22,0.005104,171175093.4
2016-01-23,0.005147,172617203.3
2016-01-24,0.005222,175132511.3
2016-01-25,0.005127,173908751.4
2016-01-26,0.00536,181812152.8
2016-01-27,0.00536,181812152.8
2016-01-28,0.006234,211458388.2
2016-01-29,0.006887,233608264.2
2016-01-30,0.006632,224958618.9
2016-01-31,0.006405,217258738.6
2016-02-01,0.006551,222211084.5
2016-02-02,0.00677,229639603.4
2016-02-03,0.006881,233404743.2
2016-02-04,0.006977,236661080.2
2016-02-05,0.007265,246430091.4
2016-02-06,0.007893,267731963.1
2016-02-07,0.008349,283199564.1
2016-02-08,0.007991,272419913.1
2016-02-09,0.007778,265158563.9
2016-02-10,0.00787,268294921.3
2016-02-11,0.00781,266249470.8
2016-02-12,0.007941,270715371.1
2016-02-13,0.008274,282067621.2
2016-02-14,0.008542,291203966.7
2016-02-15,0.008617,293760779.8
2016-02-16,0.008452,288135791
2016-02-17,0.008159,278147174.5
2016-02-18,0.007989,272351731.4
2016-02-19,0.008247,281147168.5
2016-02-20,0.008295,282783528.9
2016-02-21,0.008098,276067633.2
2016-02-22,0.008057,274669908.7
2016-02-23,0.00797,271704005.5
2016-02-24,0.008069,275078998.8
2016-02-25,0.008027,273647183.4
2016-02-26,0.008049,274397181.9
2016-02-27,0.007974,271840368.8
2016-02-28,0.007887,268874465.6
2016-02-29,0.00793,270340371.8
2016-03-01,0.007975,271874459.7
2016-03-02,0.008028,273681274.3
2016-03-03,0.008048,274363091.1
2016-03-04,0.008136,277363085.1
2016-03-05,0.007929,270306281
2016-03-06,0.007859,267919922.1
2016-03-07,0.007922,270067645.1
2016-03-08,0.007955,271192642.8
2016-03-09,0.00805,274431272.8
2016-03-10,0.008188,279135808.9
2016-03-11,0.008808,300272130.5
2016-03-12,0.008676,295772139.4
2016-03-13,0.008594,292976690.5
2016-03-14,0.008488,289363061.3
2016-03-15,0.008175,278692627.9
2016-03-16,0.008207,282648016.1
2016-03-17,0.008283,285265446.2
2016-03-18,0.008106,279169589.2
2016-03-19,0.008018,276138880.6
2016-03-20,0.007964,274279127.6
2016-03-21,0.008043,276999877.4
2016-03-22,0.008109,279272908.8
2016-03-23,0.00833,286884120.2
2016-03-24,0.008231,283474573
2016-03-25,0.008192,282131418
2016-03-26,0.008053,277344276.1
2016-03-27,0.008029,276517719.2
2016-03-28,0.007561,260399859.8
2016-03-29,0.007563,260468739.6
2016-03-30,0.00733,252444249.8
2016-03-31,0.007389,254476202.1
2016-04-01,0.007421,255578278
2016-04-02,0.007498,258230148
2016-04-03,0.007506,258505667
2016-04-04,0.007494,258092388.5
2016-04-05,0.007474,257403591.1
2016-04-06,0.007302,251479933.4
2016-04-07,0.006877,236842988.5
2016-04-08,0.006671,229748375.2
2016-04-09,0.006292,216695664.3
2016-04-10,0.005927,204125111.7
2016-04-11,0.006068,208981133.4
2016-04-12,0.005877,202403118.1
2016-04-13,0.005707,196548340.2
2016-04-14,0.006315,217487781.4
2016-04-15,0.006373,219485293.8
2016-04-16,0.006489,226262861
2016-04-17,0.0065,226646416.5
2016-04-18,0.006984,243522857.4
2016-04-19,0.00713,248613684.6
2016-04-20,0.007245,252623582.7
2016-04-21,0.007475,260643379
2016-04-22,0.00728,253843986.5
2016-04-23,0.007347,256180188
2016-04-24,0.007254,252937400.8
2016-04-25,0.007277,253739380.4
2016-04-26,0.007117,248160391.7
2016-04-27,0.006743,235119505.6
2016-04-28,0.006689,233236596.9
2016-04-29,0.006758,235642535.8
2016-04-30,0.006813,237560313.2
2016-05-01,0.006796,236967545.6
2016-05-02,0.006713,234073445.2
2016-05-03,0.006559,228703668.6
2016-05-04,0.006314,220160842.1
2016-05-05,0.006193,215941731.9
2016-05-06,0.0064,223159548.6
2016-05-07,0.006486,226158255
2016-05-08,0.006403,223264154.6
2016-05-09,0.006396,223020073.8
2016-05-10,0.006271,218661488.9
2016-05-11,0.006192,215906863.2
2016-05-12,0.006166,215000277.6
2016-05-13,0.00611,213047631.5
2016-05-14,0.006067,211548278.3
2016-05-15,0.006058,211234460.2
2016-05-16,0.006023,210014056.4
2016-05-17,0.006025,210083793.8
2016-05-18,0.006028,210188399.8
2016-05-19,0.00604,210606824
2016-05-20,0.006082,212071308.5
2016-05-21,0.005991,208898258.7
2016-05-22,0.005936,206980481.3
2016-05-23,0.005908,206004158.3
2016-05-24,0.005956,207677854.9
2016-05-25,0.005761,200878462.4
2016-05-26,0.005671,197740281.2
2016-05-27,0.005676,197914624.6
2016-05-28,0.005679,198019230.7
2016-05-29,0.005644,196798826.9
2016-05-30,0.005754,200634381.6
2016-05-31,0.005705,198925816.3
2016-06-01,0.00581,202587027.7
2016-06-02,0.005767,201087674.5
2016-06-03,0.005821,202970583.1
2016-06-04,0.005783,201645573.3
2016-06-05,0.005796,202098866.2
2016-06-06,0.005769,201157411.8
2016-06-07,0.005776,201401492.6
2016-06-08,0.005769,201157411.8
2016-06-09,0.005786,201750179.4
2016-06-10,0.00574,200146220.1
2016-06-11,0.005756,200704119
2016-06-12,0.005844,203772562.8
2016-06-13,0.005831,203319269.9
2016-06-14,0.006987,243627463.4
2016-06-15,0.006878,239826777.3
2016-06-16,0.006669,234137432.6
2016-06-17,0.006678,234453407.5
2016-06-18,0.006615,232241582.9
2016-06-19,0.006816,239298356.6
2016-06-20,0.006634,232908641.1
2016-06-21,0.006187,217215219
2016-06-22,0.006501,228239233.7
2016-06-23,0.006381,224026234.4
2016-06-24,0.006406,224903942.6
2016-06-25,0.006419,225360350.8
2016-06-26,0.006396,226072910.8
2016-06-27,0.006397,226108256.8
2016-06-28,0.006765,239115578.8
2016-06-29,0.006756,238797464.9
2016-06-30,0.006666,235616248.9
2016-07-01,0.006808,240635376.9
2016-07-02,0.006734,238019775
2016-07-03,0.006614,233778258.4
2016-07-04,0.00701,247775263.3
2016-07-05,0.006708,237100779.7
2016-07-06,0.006696,236676628.1
2016-07-07,0.006595,233106684.9
2016-07-08,0.006708,237100779.7
2016-07-09,0.006687,236358514.3
2016-07-10,0.00667,235757632.8
2016-07-11,0.006531,230844542.7
2016-07-12,0.006381,225542646.9
2016-07-13,0.006428,227203907.6
2016-07-14,0.006385,226273274.8
2016-07-15,0.00644,228222379
2016-07-16,0.006572,232900229
2016-07-17,0.006532,231482698.7
2016-07-18,0.006488,229923415.4
2016-07-19,0.006407,227052916.5
2016-07-20,0.006409,227123793
2016-07-21,0.006416,228089715.5
2016-07-22,0.006305,224143649.7
2016-07-23,0.006309,224285850.3
2016-07-24,0.006293,223717048
2016-07-25,0.006247,222081741.4
2016-07-26,0.006,213300856.2
2016-07-27,0.005968,212163251.6
2016-07-28,0.005974,212376522.4
2016-07-29,0.006112,217282441.4
2016-07-30,0.006122,217637942.7
2016-07-31,0.005956,211736619.9
2016-08-01,0.005909,210065763.4
2016-08-02,0.005692,202351383.5
2016-08-03,0.005653,200964928.2
2016-08-04,0.005818,206875764.8
2016-08-05,0.006444,229134999.7
2016-08-06,0.006352,225863674.4
2016-08-07,0.006177,219641044.8
2016-08-08,0.006026,214271804.5
2016-08-09,0.006167,219285466
2016-08-10,0.006201,220494434
2016-08-11,0.00619,220104310.4
2016-08-12,0.006131,218006385.7
2016-08-13,0.006089,216512947.7
2016-08-14,0.005993,213099375.2
2016-08-15,0.006034,214557255.1
2016-08-16,0.006138,218255292
2016-08-17,0.00611,217259666.7
2016-08-18,0.006104,217070897.4
2016-08-19,0.006103,217035335.3
2016-08-20,0.00612,217639890.5
2016-08-21,0.00605,215150545.4
2016-08-22,0.006,213372441.7
2016-08-23,0.006019,214048121.1
2016-08-24,0.006059,215470604
2016-08-25,0.006081,216256963.2
2016-08-26,0.006033,214549952.1
2016-08-27,0.005976,212522876.5
2016-08-28,0.005961,211989435.5
2016-08-29,0.00614,218355164.3
2016-08-30,0.006033,214549952.1
2016-08-31,0.006008,213660883.9
2016-09-01,0.00599,211547709.9
2016-09-02,0.005974,210982640.9
2016-09-03,0.005962,210558839.1
2016-09-04,0.005945,209958453.3
2016-09-05,0.005928,209358067.5
2016-09-06,0.005911,208757681.6
2016-09-07,0.005889,207980711.8
2016-09-08,0.005902,208443639.7
2016-09-09,0.005869,207278163.6
2016-09-10,0.005866,207172211.2
2016-09-11,0.005844,206395227.1
2016-09-12,0.005894,208161100
2016-09-13,0.005892,208090465.1
2016-09-14,0.005975,211021814.2
2016-09-15,0.008299,294264518.2
2016-09-16,0.007376,261536942.5
2016-09-17,0.00703,249268533.9
2016-09-18,0.006857,243134329.6
2016-09-19,0.006872,243666197
2016-09-20,0.006788,240687739.4
2016-09-21,0.006823,241928763.4
2016-09-22,0.006835,242359582.8
2016-09-23,0.007268,257713159.9
2016-09-24,0.007385,261861817
2016-09-25,0.007939,281505885.6
2016-09-26,0.00812,287923893.5
2016-09-27,0.008253,292639888.4
2016-09-28,0.009061,321290443.3
2016-09-29,0.00894,317148259.7
2016-09-30,0.008857,314203818.4
2016-10-01,0.0082,290896614.1
2016-10-02,0.008153,289229279.8
2016-10-03,0.008123,288165023.9
2016-10-04,0.00788,279544551.1
2016-10-05,0.007412,262942158.9
2016-10-06,0.007379,261775943.3
2016-10-07,0.007367,261350233.7
2016-10-08,0.007308,259257161.3
2016-10-09,0.007534,267274692.6
2016-10-10,0.007974,282884045.5
2016-10-11,0.008271,293420358.7
2016-10-12,0.007945,281855247.2
2016-10-13,0.007984,283238574.3
2016-10-14,0.008829,313215602.8
2016-10-15,0.008146,288985649.6
2016-10-16,0.008061,285970208.9
2016-10-17,0.008035,285047838.7
2016-10-18,0.008347,296116280
2016-10-19,0.008584,304524038.3
2016-10-20,0.009093,322693889.5
2016-10-21,0.009031,320493623.2
2016-10-22,0.008966,318186892.4
2016-10-23,0.009397,333482291.8
2016-10-24,0.00906,321522780
2016-10-25,0.008916,316412484.2
2016-10-26,0.008874,314921981.2
2016-10-27,0.008505,302191854.2
2016-10-28,0.00843,299527023
2016-10-29,0.007723,274406547.9
2016-10-30,0.007856,279132181.8
2016-10-31,0.008229,292385275.5
2016-11-01,0.00809,287446455.1
2016-11-02,0.008211,291745716
2016-11-03,0.008022,285980846.8
2016-11-04,0.008155,290722239.6
2016-11-05,0.00823,293395957.3
2016-11-06,0.008195,292148222.4
2016-11-07,0.008114,289260607.2
2016-11-08,0.008239,293716803.4
2016-11-09,0.008087,288298068.9
2016-11-10,0.008137,291020878.3
2016-11-11,0.008062,288338493.4
2016-11-12,0.008047,287802016.4
2016-11-13,0.008254,295205398.7
2016-11-14,0.008099,289661803.3
2016-11-15,0.007886,282043830.2
2016-11-16,0.007848,280684755.1
2016-11-17,0.007731,277273046.1
2016-11-18,0.007772,278743515
2016-11-19,0.007798,279676007.4
2016-11-20,0.007644,274152782.8
2016-11-21,0.007568,271427035.7
2016-11-22,0.007436,266692843.2
2016-11-23,0.007049,252813051.6
2016-11-24,0.006948,249270736.6
2016-11-25,0.0069,247548659
2016-11-26,0.00714,256159047.1
2016-11-27,0.007302,261971059.1
2016-11-28,0.007008,251423333.6
2016-11-29,0.006783,243351094.8
2016-11-30,0.006737,241700770.4
2016-12-01,0.006716,241693735
2016-12-02,0.006672,240110274
2016-12-03,0.006595,237339217.2
2016-12-04,0.006531,235036001.1
2016-12-05,0.006422,231113336.3
2016-12-06,0.006626,238454837.5
2016-12-07,0.00682,245436461.1
2016-12-08,0.007103,255669712
2016-12-09,0.007134,256785544.9
2016-12-10,0.006821,245519232.1
2016-12-11,0.006743,242711652.6
2016-12-12,0.006779,244007458.5
2016-12-13,0.006709,241487835.9
2016-12-14,0.006705,241343857.4
2016-12-15,0.006658,238320303.1
2016-12-16,0.006709,240145826.6
2016-12-17,0.006536,233953364.6
2016-12-18,0.006575,235349353.1
2016-12-19,0.006543,234203926.6
2016-12-20,0.006495,232485786.9
2016-12-21,0.006439,230481290.5
2016-12-22,0.006371,229378913.2
2016-12-23,0.006281,226138589.5
2016-12-24,0.006342,228334808.9
2016-12-25,0.006444,232007175.7
2016-12-26,0.006329,227866762.1
2016-12-27,0.006189,222826258.6
2016-12-28,0.006184,222646240.6
2016-12-29,0.006336,230233124.2
2016-12-30,0.006432,233721504.9
2016-12-31,0.006487,235720056.3
2017-01-01,0.006376,231686616.2
2017-01-02,0.006309,229252017.2
2017-01-03,0.006385,232013651.9
2017-01-04,0.006566,238590702.9
2017-01-05,0.006194,225078674.8
2017-01-06,0.00633,230020667
2017-01-07,0.006361,231147150.5
2017-01-08,0.006242,226822907.4
2017-01-09,0.006165,224024867.6
2017-01-10,0.006713,243938189.2
2017-01-11,0.006454,234526601.1
2017-01-12,0.006488,238572341.4
2017-01-13,0.006616,243279070.7
2017-01-14,0.006845,251699703.6
2017-01-15,0.006791,249714052.1
2017-01-16,0.00677,248941854.4
2017-01-17,0.006764,248721226.4
2017-01-18,0.006763,248684455.1
2017-01-19,0.007022,258802563
2017-01-20,0.006689,246529527.8
2017-01-21,0.006708,247229791
2017-01-22,0.006706,247156079.1
2017-01-23,0.006696,246787519.5
2017-01-24,0.006565,241959388.5
2017-01-25,0.006519,240264014.3
2017-01-26,0.006674,245980442.2
2017-01-27,0.0064,235881754.5
2017-01-28,0.006349,234002071.8
2017-01-29,0.006398,235808041.5
2017-01-30,0.006372,234849771.9
2017-01-31,0.006336,233522937
2017-02-01,0.006492,239272554.8
2017-02-02,0.006467,238351071.7
2017-02-03,0.006501,239604193.2
2017-02-04,0.00648,238830206.4
2017-02-05,0.006447,237613941.5
2017-02-06,0.006445,237540228.5
2017-02-07,0.006477,238719636.9
2017-02-08,0.006428,236913667.7
2017-02-09,0.006301,233417606.6
2017-02-10,0.006298,233306473
2017-02-11,0.006345,235047566.1
2017-02-12,0.006279,232602626.9
2017-02-13,0.006243,231269023.6
2017-02-14,0.006281,232676715.9
2017-02-15,0.006102,226045744.4
2017-02-16,0.006043,223860649.1
2017-02-17,0.005902,218637357.4
2017-02-18,0.005565,206153319.9
2017-02-19,0.005874,217600108
2017-02-20,0.005777,214006779.7
2017-02-21,0.005777,214006779.7
2017-02-22,0.005777,214006779.7
2017-02-23,0.005777,214006779.7
2017-02-24,0.005701,211758515.5
2017-02-25,0.005664,210384183.8
2017-02-26,0.00567,210607048.4
2017-02-27,0.005613,208489834.7
2017-02-28,0.005541,205815459.5
2017-03-01,0.005376,199686682.9
2017-03-02,0.006027,225450959.2
2017-03-03,0.006311,236074498.7
2017-03-04,0.006326,236635601.2
2017-03-05,0.006254,233942309.5
2017-03-06,0.006067,226947232.4
2017-03-07,0.006577,246024715.3
2017-03-08,0.00649,242770321.1
2017-03-09,0.006534,243657047.3
2017-03-10,0.006227,232208820.6
2017-03-11,0.006244,232842761.5
2017-03-12,0.006243,232805470.8
2017-03-13,0.006391,238324485.7
2017-03-14,0.006343,236534534.9
2017-03-15,0.006312,235378525.1
2017-03-16,0.006236,232544436.4
2017-03-17,0.00613,228882644.4
2017-03-18,0.006787,253413785.9
2017-03-19,0.006928,258678460.1
2017-03-20,0.007018,262038890.5
2017-03-21,0.006914,258155726.5
2017-03-22,0.007324,273464353.6
2017-03-23,0.009612,359382691.1
2017-03-24,0.010743,401669605.8
2017-03-25,0.009137,341622934.8
2017-03-26,0.009513,355681184
2017-03-27,0.009435,352764845.1
2017-03-28,0.009529,356279407.4
2017-03-29,0.009945,371833215.1
2017-03-30,0.014072,526137456.3
2017-03-31,0.020394,762510466.4
2017-04-01,0.022594,844766180.1
2017-04-02,0.054541,2046076848
2017-04-03,0.033204,1245630547
2017-04-04,0.037085,1391224215
2017-04-05,0.035739,1340729735
2017-04-06,0.032284,1211175665
2017-04-07,0.036571,1372007968
2017-04-08,0.035784,1342482654
2017-04-09,0.034937,1310706362
2017-04-10,0.033786,1267525121
2017-04-11,0.033199,1245503063
2017-04-12,0.034151,1281218564
2017-04-13,0.034256,1285707542
2017-04-14,0.033867,1271107465
2017-04-15,0.034001,1276136798
2017-04-16,0.033424,1254480643
2017-04-17,0.033701,1264877098
2017-04-18,0.033259,1248287808
2017-04-19,0.029687,1114222320
2017-04-20,0.029851,1130902909
2017-04-21,0.032739,1240314574
2017-04-22,0.031714,1201482525
2017-04-23,0.031088,1177766562
2017-04-24,0.03139,1189207809
2017-04-25,0.032263,1222281349
2017-04-26,0.032754,1240882848
2017-04-27,0.034555,1309112789
2017-04-28,0.044695,1693265696
2017-04-29,0.055114,2087988490
2017-04-30,0.051487,1950579950
2017-05-01,0.053275,2018318155
2017-05-02,0.054064,2048209343
2017-05-03,0.060929,2308289195
2017-05-04,0.080567,3057967151
2017-05-05,0.092864,3524706909
2017-05-06,0.102521,3891243938
2017-05-07,0.137873,5233049574
2017-05-08,0.201431,7645430279
2017-05-09,0.160441,6089631086
2017-05-10,0.187175,7104335541
2017-05-11,0.182093,6975231490
2017-05-12,0.204731,7842399862
2017-05-13,0.214357,8211132204
2017-05-14,0.221262,8475634263
2017-05-15,0.261789,10028056413
2017-05-16,0.339733,13013769446
2017-05-17,0.405379,15528396842
2017-05-18,0.363136,13992551773
2017-05-19,0.341917,13174929846
2017-05-20,0.353756,13631116565
2017-05-21,0.338757,13053167026
2017-05-22,0.316974,12213812747
2017-05-23,0.332185,12799931185
2017-05-24,0.303762,11704720853
2017-05-25,0.250816,9593545308
2017-05-26,0.271538,10386148036
2017-05-27,0.213315,8159156981
2017-05-28,0.231631,8859731808
2017-05-29,0.230942,8833378016
2017-05-30,0.205543,7861883146
2017-05-31,0.247677,9473480644
2017-06-01,0.333491,12879987331
2017-06-02,0.304602,11764245215
2017-06-03,0.282311,10903329036
2017-06-04,0.297987,11508762710
2017-06-05,0.294139,11360146432
2017-06-06,0.285504,11026648105
2017-06-07,0.282413,10907268449
2017-06-08,0.289515,11108946499
2017-06-09,0.286557,10982692841
2017-06-10,0.261162,10009394389
2017-06-11,0.272619,10448499739
2017-06-12,0.254826,9766558437
2017-06-13,0.266639,10219307979
2017-06-14,0.277881,10650173157
2017-06-15,0.258172,9885475938
2017-06-16,0.262451,10049320009
2017-06-17,0.26828,10272514001
2017-06-18,0.284225,10883052378
2017-06-19,0.290239,11113330070
2017-06-20,0.325172,12450924120
2017-06-21,0.292925,11216177739
2017-06-22,0.299346,11462373769
2017-06-23,0.320574,12275223349
2017-06-24,0.310808,11901269656
2017-06-25,0.298092,11414356369
2017-06-26,0.275927,10565627759
2017-06-27,0.27538,10544682370
2017-06-28,0.2809,10756050830
2017-06-29,0.269185,10307467222
2017-06-30,0.262806,10063206460
2017-07-01,0.255292,9775484972
2017-07-02,0.259801,9948140839
2017-07-03,0.259848,9949940534
2017-07-04,0.254387,9740831266
2017-07-05,0.255837,9796353778
2017-07-06,0.254885,9759900377
2017-07-07,0.239652,9176607667
2017-07-08,0.236171,9043315346
2017-07-09,0.234352,8973663311
2017-07-10,0.20535,7863136483
2017-07-11,0.186181,7129128870
2017-07-12,0.205163,7855975993
2017-07-13,0.202281,7745620214
2017-07-14,0.189839,7269198767
2017-07-15,0.171654,6572869880
2017-07-16,0.144688,5540304317
2017-07-17,0.176842,6771525600
2017-07-18,0.18925,7246645139
2017-07-19,0.16227,6213543497
2017-07-20,0.187339,7173470297
2017-07-21,0.182354,6982587729
2017-07-22,0.19439,7443462872
2017-07-23,0.194755,7457439229
2017-07-24,0.191998,7359722936
2017-07-25,0.176387,6761317563
2017-07-26,0.173817,6662803579
2017-07-27,0.173468,6649564573
2017-07-28,0.165379,6339488203
2017-07-29,0.168693,6466524065
2017-07-30,0.165704,6351946457
2017-07-31,0.167145,6407184441
2017-08-01,0.17656,6768090489
2017-08-02,0.173609,6654969539
2017-08-03,0.174492,6690693658
2017-08-04,0.174084,6675049370
2017-08-05,0.184159,7061363577
2017-08-06,0.180304,6913548067
2017-08-07,0.178999,6863509353
2017-08-08,0.191757,7352700088
2017-08-09,0.183649,7041808218
2017-08-10,0.180664,6928941743
2017-08-11,0.179888,6899180093
2017-08-12,0.17429,6684482002
2017-08-13,0.168459,6460847746
2017-08-14,0.17043,6534940972
2017-08-15,0.162467,6229608959
2017-08-16,0.160204,6142836845
2017-08-17,0.160787,6165191305
2017-08-18,0.158533,6078764285
2017-08-19,0.155775,5973011969
2017-08-20,0.159505,6116034500
2017-08-21,0.193611,7423789571
2017-08-22,0.24087,9235881194
2017-08-23,0.248587,9531780622
2017-08-24,0.220536,8456197514
2017-08-25,0.218694,8385568157
2017-08-26,0.212467,8146801053
2017-08-27,0.203322,7796146619
2017-08-28,0.223638,8575140111
2017-08-29,0.218175,8365667703
2017-08-30,0.22681,8696766777
2017-08-31,0.254085,9742595065
2017-09-01,0.249645,9572348407
2017-09-02,0.22457,8610876572
2017-09-03,0.228848,8774911527
2017-09-04,0.206462,7916546283
2017-09-05,0.216226,8290935555
2017-09-06,0.22686,8698683970
2017-09-07,0.223218,8559035697
2017-09-08,0.211528,8110796186
2017-09-09,0.210045,8053932268
2017-09-10,0.212904,8163557312
2017-09-11,0.214914,8240628434
2017-09-12,0.20922,8022298599
2017-09-13,0.200845,7701168923
2017-09-14,0.164177,6295176929
2017-09-15,0.181167,6946638802
2017-09-16,0.178489,6843953994
2017-09-17,0.178507,6844644183
2017-09-18,0.189366,7261019962
2017-09-19,0.183936,7052812901
2017-09-20,0.18244,6995450513
2017-09-21,0.171347,6570102275
2017-09-22,0.173483,6652004721
2017-09-23,0.177651,6811821854
2017-09-24,0.175581,6732450102
2017-09-25,0.181323,6952620442
2017-09-26,0.187749,7199017970
2017-09-27,0.203149,7789513135
2017-09-28,0.196986,7553200037
2017-09-29,0.193591,7423022694
2017-09-30,0.196932,7551129470
2017-10-01,0.203369,7797948780
2017-10-02,0.202849,7778009982
2017-10-03,0.203454,7801208006
2017-10-04,0.213899,8201709435
2017-10-05,0.236733,9077252720
2017-10-06,0.233753,9022197851
2017-10-07,0.238596,9209123812
2017-10-08,0.279843,10801140148
2017-10-09,0.249302,9622344819
2017-10-10,0.259381,10012223697
2017-10-11,0.264808,10221708347
2017-10-12,0.250161,9656327534
2017-10-13,0.259367,9993809656
2017-10-14,0.258943,9977472283
2017-10-15,0.265509,10230470368
2017-10-16,0.255936,9861607946
2017-10-17,0.226969,8745464858
2017-10-18,0.219275,8449003197
2017-10-19,0.213848,8239892535
2017-10-20,0.210527,8111929295
2017-10-21,0.207555,7997413561
2017-10-22,0.203929,7857698201
2017-10-23,0.198939,7665425822
2017-10-24,0.207547,7997105309
2017-10-25,0.204953,7897154497
2017-10-26,0.203689,7848450631
2017-10-27,0.202493,7802366911
2017-10-28,0.20161,7768343562
2017-10-29,0.202587,7805988876
2017-10-30,0.202776,7813271336
2017-10-31,0.200793,7736863295
2017-11-01,0.194131,7480166182
2017-11-02,0.205095,7902625975
2017-11-03,0.208601,8037717551
2017-11-04,0.204145,7866021013
2017-11-05,0.202402,7798860541
2017-11-06,0.206486,7956223346
2017-11-07,0.209832,8085149875
2017-11-08,0.216912,8357953171
2017-11-09,0.217419,8377488661
2017-11-10,0.206187,7944702416
2017-11-11,0.210117,8096131364
2017-11-12,0.196401,7567632776
2017-11-13,0.203654,7865702051
2017-11-14,0.20995,8108871643
2017-11-15,0.212758,8217329354
2017-11-16,0.223418,8629049387
2017-11-17,0.227181,8774387332
2017-11-18,0.228036,8807409905
2017-11-19,0.230733,8911575846
2017-11-20,0.239804,9261924103
2017-11-21,0.232854,8993489867
2017-11-22,0.238634,9216730058
2017-11-23,0.245077,9465577212
2017-11-24,0.24466,9449471475
2017-11-25,0.253218,9780006000
2017-11-26,0.249117,9621613608
2017-11-27,0.253946,9808123449
2017-11-28,0.298582,11532093893
2017-11-29,0.240521,9289611414
2017-11-30,0.250447,9672982026
2017-12-01,0.255387,9863779006
2017-12-02,0.255487,9867641293
2017-12-03,0.251969,9731766035
2017-12-04,0.252982,9792132095
2017-12-05,0.245933,9527234149
2017-12-06,0.23525,9113383863
2017-12-07,0.222823,8631972508
2017-12-08,0.251643,9748434627
2017-12-09,0.244248,9461958651
2017-12-10,0.238779,9250094267
2017-12-11,0.250616,9708649525
2017-12-12,0.379427,14698677512
2017-12-13,0.478039,18518822064
2017-12-14,0.865028,33510444989
2017-12-15,0.76057,29463831396
2017-12-16,0.762863,29552660255
2017-12-17,0.729334,28253775468
2017-12-18,0.776894,30096209197
2017-12-19,0.792545,30702515553
2017-12-20,0.774137,29989405374
2017-12-21,1.15914,44904092358
2017-12-22,1.10586,42840070721
2017-12-23,1.17695,45594036528
2017-12-24,1.0328,40009788798
2017-12-25,1.12038,43402563104
2017-12-26,1.18401,45867534890
2017-12-27,1.40645,54484670270
2017-12-28,1.43294,55510870217
2017-12-29,2.20813,85541067911
2017-12-30,2.17644,84313424411
2017-12-31,2.28004,88326799817
2018-01-01,2.31012,89492073294
2018-01-02,2.45529,95115834951
2018-01-03,3.12571,1.21087E+11
2018-01-04,3.22005,1.24742E+11
2018-01-05,2.93138,1.13559E+11
2018-01-06,3.09163,1.19767E+11
2018-01-07,3.39845,1.31653E+11
