집계일자,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20210301,0,1,00,0,279131,5722,12676,11452,4202,2930,316113,
20210301,0,1,00,1,50788,1208,1765,1231,528,6040,61560,
20210301,0,1,10,0,7230,119,165,172,28,157,7871,
20210301,0,1,10,1,429,14,31,5,1,44,524,
20210301,0,1,44,0,6394,243,324,274,97,968,8300,
20210301,0,1,44,1,424,10,17,2,0,52,505,
20210301,0,1,42,1,11995,208,196,102,349,646,13496,
20210301,0,1,08,0,12696,200,288,311,411,115,14021,
20210301,0,1,08,1,7058,29,24,16,53,53,7233,
20210301,0,1,26,1,3483,52,71,106,25,493,4230,
20210301,0,1,43,1,970,16,10,13,9,21,1039,
20210301,0,1,01,0,5242,77,231,251,82,25,5908,
20210301,0,1,45,0,940,26,72,104,29,89,1260,
20210301,0,1,34,0,2924,44,77,45,8,22,3120,
20210301,0,1,11,0,10870,172,393,244,90,384,12153,
20210301,0,1,18,0,6152,187,542,462,206,60,7609,
20210301,0,1,28,0,5077,92,115,62,25,461,5832,
20210301,0,1,37,0,1697,34,115,456,165,52,2519,
20210301,0,1,02,0,9190,216,317,250,99,102,10174,
20210301,0,1,46,0,208,1,12,6,11,20,258,
20210301,0,2,00,0,1694641,40282,46110,28973,51732,63750,1925488,
20210301,0,2,00,1,381689,7218,6366,4044,6149,18177,423643,
20210301,0,2,24,1,1264,22,60,0,0,12,1358,
20210301,0,2,10,0,60655,956,1383,433,499,2728,66654,
20210301,0,2,10,1,4137,59,40,27,66,181,4510,
20210301,0,2,44,0,55911,1521,1159,718,1830,3266,64405,
20210301,0,2,44,1,2719,16,95,7,0,150,2987,
20210301,0,2,27,1,23339,213,94,49,200,1348,25243,
20210301,0,2,08,0,70166,672,710,428,3246,2768,77990,
20210301,0,2,08,1,3912,16,4,1,13,181,4127,
20210301,0,2,26,1,12860,74,83,1,5,920,13943,
20210301,0,2,43,1,7670,59,20,26,42,340,8157,
20210301,0,2,01,0,126161,1342,4586,2910,4448,2991,142438,
20210301,0,2,45,0,44043,409,1342,1220,2422,1429,50865,
20210301,0,2,34,0,49084,691,977,414,552,1623,53341,
20210301,0,2,11,0,78061,1260,1274,697,1062,3118,85472,
20210301,0,2,18,0,34895,1142,999,906,2322,1519,41783,
20210301,0,2,28,0,39161,719,342,229,223,2131,42805,
20210301,0,2,37,0,8938,268,89,542,1798,626,12261,
20210301,0,2,02,0,94809,2046,1418,1239,2841,2857,105210,
20210301,0,2,46,0,3428,92,214,120,266,123,4243,
20210301,1,1,00,0,290215,6045,12905,11508,3948,28567,353188,
20210301,1,1,00,1,50414,1115,1564,1261,579,5947,60880,
20210301,1,1,24,1,6249,33,71,0,0,51,6404,
